pH,Azot_ppm,Fosfor_ppm,Potasyum_ppm,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi
7.37,83.8,47.3,266.5,3.4,0.56,Tinli,YerFistigi
6.26,61.0,42.6,263.9,2.03,0.25,KumluTinli,Portakal
6.73,31.4,18.0,180.4,1.81,0.74,Tinli,Celtik
6.71,79.2,38.9,282.8,3.95,0.17,KumluTinli,Greyfurt
5.57,47.3,36.1,182.3,2.96,0.28,KumluTinli,OglanOtu
6.32,57.7,31.7,198.6,3.19,0.33,Tinli,Anason
6.7,98.0,49.1,368.4,2.0,0.47,TinliKumlu,Karpuz
7.1,82.3,54.4,322.2,4.45,0.44,KumluTinli,Kereviz
6.61,51.8,40.3,185.1,3.78,0.37,Tinli,Kusburnu
7.67,31.2,18.7,232.2,2.09,0.8,Killi,Mercimek
6.34,102.0,52.2,327.1,2.96,0.4,MilliTinli,Kavun
7.41,50.9,25.9,315.1,2.4,0.75,Killi,Pamuk
6.07,78.5,21.7,296.4,2.29,0.39,KumluTinli,Nar
7.46,53.4,28.2,259.5,2.01,0.13,Tinli,Korunga
7.52,83.5,31.0,202.2,2.95,0.63,Tinli,Tütün
7.07,71.2,48.7,284.7,2.74,0.62,Killi,Kenevir
7.76,58.6,39.5,262.6,2.7,0.5,Tinli,Kanola
5.98,67.3,40.6,257.0,2.09,0.24,KumluTinli,Kestane
6.36,71.5,36.5,216.5,2.94,0.39,KumluTinli,Badem
6.79,38.8,21.9,198.2,1.97,0.54,MilliTinli,Fasulye
7.12,45.1,32.4,171.7,1.67,0.46,Tinli,Misir
5.7,60.9,31.1,190.5,2.78,0.3,Tinli,Muz
6.9,52.2,21.0,175.8,2.13,1.02,MilliTinli,Bezelye
6.63,74.9,28.6,225.4,3.32,0.29,KilliTinli,Mandalina
7.47,63.4,24.5,256.3,3.17,0.32,KilliTinli,Anason
6.94,108.4,45.8,328.3,4.29,0.15,TinliKumlu,Maydanoz
7.45,44.2,30.3,214.0,2.24,0.83,Tinli,Cavdar
6.71,61.6,36.1,203.2,3.25,0.15,KumluTinli,Nane
6.85,57.5,22.1,253.6,2.56,0.27,Tinli,OglanOtu
6.84,44.1,37.1,278.6,2.16,0.18,Tinli,Kestane
6.85,61.0,28.3,211.1,2.6,0.15,KumluTinli,Zeytin
7.31,53.1,30.4,253.3,3.25,0.36,Tinli,Soya
7.81,65.4,49.5,252.6,3.34,0.24,Killi,YerFistigi
6.86,72.4,39.9,276.6,2.08,0.12,Tinli,Ceviz
7.39,51.0,21.4,173.0,1.77,0.8,Tinli,Yulaf
6.57,73.9,28.3,281.5,3.85,0.23,KumluTinli,Kayisi
7.36,74.3,27.3,296.2,2.0,0.14,KilliTinli,Limon
6.57,105.3,59.5,323.8,3.94,0.25,TinliKumlu,Patlican
7.97,78.1,41.9,276.2,2.03,0.36,AgirKilli,Susam
7.48,60.2,24.9,187.6,2.12,0.23,KilliTinli,Erik
7.73,82.2,42.7,263.4,2.9,0.79,Killi,Aycicegi
6.11,95.2,55.0,302.3,3.72,0.5,TinliKumlu,Kereviz
6.07,60.7,36.3,264.3,3.55,0.24,KilliTinli,Kimyon
5.81,64.4,24.1,187.2,2.28,0.26,Tinli,SiloMisiri
6.59,100.0,62.1,374.9,3.93,0.28,TinliKumlu,Hiyar
7.02,28.2,15.3,202.5,1.53,0.7,Killi,Nohut
6.05,99.7,56.1,328.4,3.2,0.47,TinliKumlu,TazeSogan
6.91,92.5,37.0,242.2,3.46,0.24,TinliKumlu,Prasa
6.39,45.2,40.3,208.8,2.77,0.26,KumluTinli,Korunga
5.79,60.4,24.4,249.9,3.52,0.12,KumluTinli,Kimyon
7.35,71.9,35.4,297.1,2.07,0.31,KilliTinli,Incir
7.14,57.4,47.2,212.9,3.39,0.51,AgirKilli,Keten
6.36,74.2,32.1,192.7,2.8,0.17,KilliTinli,Portakal
7.59,61.9,26.4,274.6,2.27,0.64,Tinli,Aspir
6.52,85.8,60.2,336.3,3.11,0.26,MilliTinli,Prasa
7.33,68.6,37.6,266.4,3.36,0.45,Tinli,Kanola
6.27,67.7,40.3,182.2,3.02,0.22,KilliTinli,Armut
5.64,40.3,24.7,299.1,2.39,0.39,KilliTinli,AntepFistigi
6.77,57.1,31.3,191.2,3.51,0.28,KumluTinli,Findik
6.07,95.8,50.3,323.9,4.5,0.16,TinliKumlu,Patlican
6.89,108.5,41.3,351.7,2.73,0.24,TinliKumlu,Roka
7.61,38.2,35.0,203.2,1.75,0.42,Killi,Arpa
6.7,34.3,23.5,221.3,1.94,0.6,MilliTinli,Fiğ
6.97,62.5,27.2,266.3,3.06,0.74,Tinli,Kenevir
6.84,63.4,30.5,297.4,3.62,0.19,Tinli,Kusburnu
7.11,60.8,41.4,291.4,3.5,0.23,KilliTinli,Cilek
6.4,75.9,39.2,260.4,2.41,0.45,KumluTinli,Karpuz
7.07,102.4,58.5,278.1,3.23,0.38,MilliTinli,Maydanoz
6.6,98.7,37.7,316.6,3.17,0.43,KumluTinli,Prasa
6.46,69.0,39.7,189.4,2.74,0.14,KumluTinli,Korunga
7.55,43.0,25.2,192.1,1.44,0.78,MilliTinli,Cavdar
5.94,65.4,39.6,292.7,3.93,0.2,KilliTinli,Mandalina
6.98,54.4,16.0,222.4,1.91,1.1,MilliTinli,Burçak
7.16,61.7,36.8,231.6,3.33,0.13,KumluTinli,Incir
6.23,76.3,35.0,225.1,3.02,0.35,KilliTinli,Korunga
6.45,101.1,52.8,340.9,3.59,0.48,TinliKumlu,Biber
7.98,50.1,44.3,284.1,2.38,0.77,Killi,Pamuk
6.6,62.8,25.0,230.8,3.65,0.29,KumluTinli,Cay
5.83,73.7,35.8,206.5,2.53,0.32,Tinli,Erik
7.29,73.3,32.5,286.8,2.8,0.19,KumluTinli,AdaCayi
7.75,32.5,16.8,233.4,1.84,0.64,MilliTinli,Fasulye
6.98,72.4,56.2,283.5,4.15,0.21,KumluTinli,Havuc
7.19,71.7,25.6,248.0,2.37,0.11,Tinli,Ceviz
7.26,78.2,21.5,280.2,2.81,0.18,Tinli,Yonca
6.91,81.7,35.7,273.8,3.03,0.16,KumluTinli,Kereviz
6.72,40.3,21.6,175.1,1.63,0.95,Killi,Cavdar
7.24,32.6,16.4,225.5,1.26,0.69,MilliTinli,Mercimek
6.54,61.5,20.7,264.8,3.45,0.28,Tinli,Safran
5.54,60.8,20.2,210.2,3.66,0.24,KumluTinli,Greyfurt
5.97,73.8,38.7,254.1,3.78,0.15,KumluTinli,Visne
5.79,60.8,22.1,299.0,2.34,0.22,Tinli,Anason
7.24,61.0,20.7,211.8,2.97,0.39,KilliTinli,Erik
6.31,102.6,50.1,351.6,3.42,0.41,MilliTinli,Marul
6.15,58.0,41.0,294.8,3.89,0.16,KumluTinli,Kayisi
7.51,88.3,37.6,287.7,3.2,0.64,Tinli,YerFistigi
7.1,67.2,36.6,294.8,2.59,0.45,AgirKilli,YerFistigi
7.76,50.6,34.2,218.4,1.42,1.02,Killi,Nohut
6.86,53.0,27.7,297.4,3.16,0.13,KilliTinli,Anason
7.79,69.0,29.2,254.9,2.1,0.64,AgirKilli,Soya
6.99,80.2,46.7,310.7,2.25,0.52,AgirKilli,Kenevir
7.33,73.8,44.5,214.1,3.35,0.28,Tinli,Erik
7.3,62.3,38.2,291.4,3.22,0.29,KilliTinli,Yonca
7.4,76.9,39.5,198.6,2.16,0.35,Tinli,Lavanta
6.11,71.0,26.0,212.8,3.75,0.15,Tinli,Muz
7.72,64.3,30.3,222.9,3.11,0.4,Tinli,Susam
5.73,51.7,43.3,224.0,3.85,0.15,KilliTinli,AdaCayi
6.96,49.4,37.1,295.3,3.41,0.38,Tinli,Findik
6.06,42.4,32.2,241.9,2.78,0.35,KumluTinli,Limon
7.95,77.6,25.2,290.6,2.6,0.27,Tinli,Aycicegi
6.88,51.3,24.5,170.8,1.32,0.86,Killi,Mercimek
7.0,104.3,51.2,254.6,3.6,0.13,MilliTinli,Marul
6.19,76.4,57.7,340.6,4.32,0.42,TinliKumlu,Ispanak
6.59,73.1,24.4,185.3,2.45,0.34,Tinli,Armut
7.73,44.2,16.2,199.6,1.34,0.55,Killi,Arpa
7.17,48.4,28.6,268.6,3.81,0.26,KumluTinli,Biberiye
6.64,63.4,28.4,203.5,2.58,0.14,Tinli,Cay
7.62,57.2,43.9,224.2,2.6,0.68,Tinli,YerFistigi
5.56,53.0,23.6,202.8,3.55,0.33,KilliTinli,AdaCayi
7.04,101.2,41.7,291.1,3.2,0.44,KumluTinli,Sarımsak
6.31,77.2,48.3,359.1,3.02,0.39,KumluTinli,Marul
6.8,35.4,33.3,221.7,1.92,1.01,Killi,Arpa
7.17,84.7,41.9,227.8,2.07,0.74,Tinli,SekerPancari
6.99,89.9,49.7,280.2,3.44,0.48,TinliKumlu,Havuc
6.81,64.5,34.8,241.8,2.61,0.35,KilliTinli,Ceviz
6.49,44.7,27.3,188.4,3.75,0.34,KumluTinli,Kestane
6.82,70.3,48.6,261.6,3.33,0.43,TinliKumlu,Kavun
7.16,70.8,35.5,215.0,2.62,0.35,Tinli,Nane
6.92,97.7,40.6,337.6,2.87,0.13,MilliTinli,Maydanoz
6.81,72.7,38.8,249.6,2.24,0.3,KumluTinli,Safran
6.9,77.4,41.2,366.0,3.67,0.48,MilliTinli,Turp
6.13,41.9,34.0,289.9,3.47,0.17,KilliTinli,AdaCayi
7.14,105.1,42.7,254.2,3.63,0.43,MilliTinli,Hiyar
6.84,79.1,31.9,295.2,3.83,0.37,KumluTinli,Rezene
5.85,57.8,26.5,221.2,3.34,0.2,KumluTinli,Greyfurt
7.89,53.1,46.0,301.4,3.29,0.31,Tinli,Susam
6.86,49.8,23.5,214.6,2.78,0.27,Tinli,Zeytin
5.53,53.5,24.6,278.6,3.22,0.1,KumluTinli,Nane
6.19,82.8,51.8,324.2,1.62,0.29,TinliKumlu,Karpuz
6.87,97.5,64.1,373.7,3.74,0.23,KumluTinli,Hiyar
5.58,66.7,44.2,240.8,3.49,0.39,Tinli,Kiraz
7.24,54.4,38.2,268.8,2.35,0.27,Tinli,Rezene
5.89,57.0,35.6,259.0,2.94,0.38,KilliTinli,Badem
6.46,61.7,53.0,244.4,3.32,0.12,KumluTinli,Prasa
7.23,48.1,36.3,253.3,2.47,0.31,KumluTinli,AntepFistigi
6.84,82.4,43.4,259.5,4.07,0.39,MilliTinli,Biber
7.13,50.9,43.8,247.9,2.44,0.33,Tinli,Kekik
7.42,71.4,34.8,221.9,2.63,0.37,KilliTinli,Kivi
7.35,53.7,35.0,318.6,2.18,0.69,Tinli,Kanola
7.56,42.5,15.6,239.0,1.61,1.17,MilliTinli,Yulaf
5.91,49.5,29.9,275.9,2.55,0.29,Tinli,Anason
7.05,69.1,24.9,211.4,3.64,0.17,KilliTinli,Incir
6.89,65.4,39.3,271.3,3.24,0.35,Killi,Tütün
6.01,53.6,29.7,244.9,2.68,0.32,Tinli,Kivi
5.84,40.7,29.0,285.2,2.16,0.35,KilliTinli,Greyfurt
6.3,97.0,50.9,286.2,2.84,0.37,KumluTinli,Maydanoz
5.71,70.0,35.2,224.1,3.48,0.12,KilliTinli,Portakal
7.47,50.0,36.0,209.6,3.55,0.27,KilliTinli,Mandalina
6.62,43.6,29.4,169.8,1.83,1.04,Killi,Yulaf
6.36,66.1,59.7,261.1,2.58,0.43,MilliTinli,Lahana
7.71,57.3,27.9,269.0,2.72,0.77,Killi,SekerPancari
6.71,69.4,61.0,269.6,2.83,0.47,KumluTinli,Marul
6.62,34.1,24.1,221.5,1.21,0.82,MilliTinli,Nohut
7.09,65.5,43.1,376.6,3.6,0.41,KumluTinli,Maydanoz
7.47,65.5,20.4,210.3,3.37,0.11,KumluTinli,Kiraz
7.25,64.0,45.6,296.4,2.6,0.36,Tinli,Aspir
6.83,53.3,31.9,218.9,1.66,0.86,Killi,Mercimek
6.86,42.3,35.4,217.1,3.53,0.12,KumluTinli,Korunga
5.76,58.5,44.0,207.8,2.74,0.3,Tinli,Ayva
7.27,79.4,25.7,210.2,2.92,0.32,KilliTinli,Portakal
6.93,72.3,28.1,304.0,2.15,0.67,Tinli,Aspir
6.22,79.8,59.0,340.5,3.78,0.4,KumluTinli,Patlican
7.09,46.8,15.2,223.1,1.75,0.95,Tinli,Bugday
5.7,67.9,32.6,282.0,2.95,0.36,KilliTinli,Zeytin
6.06,56.9,30.4,272.3,3.2,0.24,Tinli,Elma
6.8,50.9,37.9,209.5,2.69,0.35,KumluTinli,Ceviz
6.74,58.9,31.9,256.4,2.02,0.15,Tinli,Nane
5.85,41.8,38.9,265.1,2.89,0.2,KumluTinli,Nane
7.26,66.8,44.5,254.1,3.89,0.21,Tinli,Nar
6.76,61.8,41.6,245.9,2.79,0.23,KilliTinli,Papatya
6.34,66.6,59.2,351.2,3.55,0.3,MilliTinli,Havuc
6.36,58.7,25.2,198.2,3.23,0.15,Tinli,Kimyon
7.33,31.7,22.6,181.2,1.47,0.59,Tinli,Fiğ
7.18,79.6,36.7,281.1,2.82,0.79,Killi,YerFistigi
5.86,53.4,27.1,274.9,2.29,0.31,KilliTinli,Incir
6.57,45.2,31.3,223.8,1.86,0.34,Killi,Bugday
5.89,72.4,33.4,222.4,2.07,0.32,Tinli,Armut
6.29,66.5,39.9,181.7,3.52,0.17,KumluTinli,Ceviz
7.32,49.6,35.0,204.8,1.81,0.95,MilliTinli,Bezelye
7.98,60.5,31.4,259.1,2.89,0.61,Tinli,Kenevir
6.99,95.2,45.7,281.9,2.84,0.23,TinliKumlu,Patlican
7.24,53.0,28.9,231.3,1.7,0.59,Killi,Arpa
6.76,42.6,39.6,231.0,2.73,0.22,Tinli,Kestane
5.56,57.2,43.4,266.6,2.96,0.32,KumluTinli,Korunga
7.41,25.2,31.2,164.6,2.08,0.63,Killi,Cavdar
7.29,52.1,26.8,219.0,2.23,0.93,MilliTinli,Fasulye
5.78,42.6,26.2,295.1,3.2,0.24,KumluTinli,Salep
7.12,56.6,36.0,225.0,2.48,0.26,Tinli,Safran
7.46,75.0,34.7,212.1,3.27,0.33,KumluTinli,SiloMisiri
7.37,71.9,30.0,243.2,3.79,0.35,KumluTinli,Erik
7.93,66.0,37.4,272.9,2.46,0.31,AgirKilli,Aycicegi
7.0,84.4,53.4,322.1,4.16,0.39,KumluTinli,TazeSogan
6.47,57.8,36.6,259.6,3.95,0.19,Tinli,Armut
6.87,78.4,39.8,274.1,3.19,0.37,MilliTinli,Sarımsak
7.15,102.2,47.1,274.9,1.58,0.37,KumluTinli,Karpuz
6.86,41.8,44.7,194.5,3.23,0.16,KumluTinli,AntepFistigi
6.85,53.1,27.9,163.8,2.03,1.15,Tinli,Bezelye
7.01,109.2,61.3,300.4,4.14,0.16,TinliKumlu,Sarımsak
5.7,67.4,31.5,231.3,2.71,0.34,Tinli,Kusburnu
6.79,48.1,37.5,216.1,3.86,0.21,KilliTinli,Muz
7.48,31.0,32.1,172.9,1.72,0.57,Killi,Burçak
7.16,69.7,27.8,249.5,2.66,0.32,Killi,Aycicegi
6.77,54.8,22.2,233.4,3.49,0.19,KumluTinli,Anason
6.17,74.4,58.3,338.4,3.08,0.39,TinliKumlu,Roka
7.13,43.4,18.7,173.2,1.77,0.56,Tinli,Fiğ
6.76,35.4,19.9,192.1,1.99,0.9,Killi,Arpa
6.13,100.4,64.5,332.6,3.99,0.25,TinliKumlu,Hiyar
6.8,73.7,38.8,231.8,2.04,0.23,Tinli,Kayisi
7.97,59.0,41.6,226.9,3.0,0.28,AgirKilli,Soya
6.21,70.4,49.8,288.2,4.46,0.3,TinliKumlu,Lahana
6.98,93.8,55.7,328.1,3.18,0.49,MilliTinli,Hiyar
7.52,60.9,36.7,216.5,3.41,0.58,Killi,YerFistigi
7.02,64.7,29.5,204.1,3.5,0.26,Tinli,SekerPancari
6.67,99.8,46.6,276.0,3.89,0.48,MilliTinli,Prasa
7.0,103.3,46.7,273.5,2.57,0.41,MilliTinli,Prasa
7.39,40.7,40.4,224.4,3.71,0.11,KumluTinli,Rezene
7.09,48.6,40.7,235.1,2.59,0.31,KilliTinli,AdaCayi
7.18,83.1,40.1,282.9,2.96,0.24,MilliTinli,Kereviz
6.56,72.9,40.9,259.3,3.92,0.12,KumluTinli,Kavun
7.13,85.8,42.9,318.7,4.03,0.33,TinliKumlu,Kereviz
6.65,68.6,40.6,204.3,3.07,0.18,KilliTinli,Armut
5.62,60.3,24.4,241.3,3.85,0.24,KumluTinli,SiloMisiri
6.76,41.0,23.9,169.7,1.33,0.99,MilliTinli,Celtik
6.14,53.2,38.1,249.8,2.1,0.22,KilliTinli,Nane
7.63,40.2,21.5,185.1,1.23,0.52,Tinli,Mercimek
6.73,83.2,51.0,296.5,2.79,0.44,TinliKumlu,Tere
7.06,40.5,32.5,296.8,2.14,0.3,KumluTinli,Elma
6.37,74.0,43.8,189.5,2.77,0.3,KilliTinli,Incir
7.6,37.0,19.8,199.9,1.38,1.17,MilliTinli,Cavdar
6.76,52.7,40.0,269.8,3.13,0.35,KumluTinli,Safran
6.64,25.8,28.4,235.0,1.26,0.65,Tinli,Mercimek
7.67,73.2,32.9,212.0,2.3,0.28,Killi,Tütün
5.63,69.5,25.9,253.0,2.8,0.14,KilliTinli,Korunga
6.77,88.2,51.8,261.0,2.85,0.13,MilliTinli,Maydanoz
6.87,77.4,33.7,209.1,2.92,0.26,KilliTinli,Biberiye
6.73,41.6,26.3,277.9,2.5,0.21,Tinli,Greyfurt
7.18,107.1,46.2,246.6,4.04,0.43,MilliTinli,Turp
6.86,51.0,30.0,285.8,2.62,0.14,KilliTinli,Rezene
6.05,79.5,31.5,256.8,3.37,0.19,Tinli,Kimyon
6.99,68.0,55.8,285.8,3.72,0.41,MilliTinli,Lahana
6.16,86.8,44.6,341.5,2.79,0.33,TinliKumlu,Maydanoz
7.24,84.2,31.7,296.8,2.29,0.35,Tinli,Kanola
7.57,51.1,29.1,203.4,1.9,0.43,MilliTinli,Fiğ
6.78,30.0,21.5,223.2,2.02,0.77,Tinli,Burçak
7.0,66.6,27.8,277.9,3.48,0.13,KumluTinli,Uzum
5.9,55.8,30.7,270.3,3.69,0.3,Tinli,Limon
5.65,69.4,29.5,238.5,2.26,0.17,Tinli,AntepFistigi
7.08,44.7,25.7,237.0,2.05,0.71,Tinli,Cavdar
7.2,55.2,23.6,182.6,3.67,0.36,KumluTinli,Nar
7.72,31.1,29.3,160.0,1.44,0.85,Tinli,Arpa
6.26,80.0,63.6,291.8,3.47,0.32,MilliTinli,Biber
5.51,51.5,39.0,267.8,2.23,0.29,Tinli,AntepFistigi
7.78,39.9,24.4,171.8,1.98,0.89,MilliTinli,Celtik
6.49,66.0,48.1,319.9,3.36,0.1,TinliKumlu,Turp
7.2,55.1,38.9,281.5,2.3,0.35,KumluTinli,Cay
7.16,44.6,44.3,274.3,3.6,0.37,Tinli,Kivi
5.73,66.9,32.7,182.9,2.97,0.24,Tinli,Nar
5.51,47.3,24.3,234.6,3.99,0.37,KilliTinli,Papatya
7.05,58.8,34.9,218.1,3.56,0.35,Tinli,Limon
7.31,49.9,37.2,287.2,3.12,0.33,KilliTinli,Safran
5.74,52.6,43.8,251.4,2.7,0.19,KilliTinli,Kayisi
7.02,40.8,27.4,227.1,2.43,0.35,Tinli,Kestane
7.95,79.2,30.4,305.3,3.34,0.79,Killi,SekerPancari
5.92,53.9,44.8,232.8,2.73,0.35,KilliTinli,Rezene
7.46,75.9,24.5,252.2,3.01,0.35,Tinli,OglanOtu
7.11,62.0,31.9,234.0,2.57,0.14,KilliTinli,Portakal
7.6,47.9,19.5,225.8,1.9,0.35,MilliTinli,Mercimek
6.91,98.8,49.0,278.2,3.51,0.12,KumluTinli,Domates
6.24,86.0,41.1,341.5,3.19,0.36,KumluTinli,Marul
6.55,98.1,48.7,324.1,3.49,0.37,MilliTinli,Lahana
6.85,72.8,29.8,270.5,2.45,0.1,KumluTinli,Biberiye
6.14,69.3,21.8,242.2,2.24,0.35,Tinli,AdaCayi
6.08,49.6,41.4,277.0,2.24,0.18,Tinli,Korunga
6.78,97.1,63.3,338.3,4.02,0.26,KumluTinli,Havuc
6.79,48.9,37.5,227.1,2.46,0.16,Tinli,Nar
7.02,60.0,59.0,244.3,2.61,0.31,TinliKumlu,Marul
6.46,54.4,42.6,242.4,3.27,0.37,Tinli,Findik
6.97,82.6,26.3,245.5,2.67,0.74,AgirKilli,Pamuk
5.59,42.1,35.1,241.8,2.27,0.37,KilliTinli,AdaCayi
6.34,97.4,51.5,295.3,3.0,0.4,TinliKumlu,Prasa
6.63,52.3,38.9,245.4,2.01,0.35,KumluTinli,Zeytin
6.88,70.0,25.5,235.7,3.63,0.23,KilliTinli,Muz
5.72,43.5,36.0,204.7,3.31,0.27,KilliTinli,MeyanKoku
7.28,67.3,39.3,270.4,3.37,0.32,Tinli,Erik
6.23,67.4,42.7,244.0,3.3,0.18,KumluTinli,Biberiye
6.83,71.7,54.1,348.4,4.19,0.29,KumluTinli,Hiyar
6.53,60.2,44.3,257.4,3.49,0.26,KilliTinli,Erik
6.65,66.7,40.2,205.7,2.16,0.3,KumluTinli,Seftali
6.03,61.2,31.3,199.5,2.95,0.23,Tinli,YemSalgamı
5.61,47.9,37.7,223.0,3.73,0.15,Tinli,Zeytin
7.2,69.6,33.2,190.6,3.23,0.12,KilliTinli,Rezene
6.72,49.8,33.5,194.1,1.68,0.57,Tinli,Bezelye
6.75,90.1,55.9,317.7,3.77,0.43,KumluTinli,Tere
7.19,25.7,19.4,236.5,1.6,1.08,Tinli,Nohut
6.02,70.8,43.4,183.8,2.57,0.23,Tinli,Nar
7.42,77.3,25.6,226.6,3.87,0.17,Tinli,Muz
7.4,72.2,34.2,251.4,2.45,0.24,KumluTinli,MeyanKoku
6.02,90.3,44.4,330.5,3.14,0.33,KumluTinli,Domates
5.54,60.5,41.0,202.0,3.64,0.24,Tinli,OglanOtu
7.02,78.1,23.9,205.6,3.6,0.15,KilliTinli,Rezene
6.19,65.6,65.0,255.5,3.92,0.17,MilliTinli,Roka
7.28,75.3,32.1,290.4,2.96,0.1,Tinli,Ceviz
5.84,49.6,40.5,274.8,2.73,0.28,Tinli,Cay
7.35,61.9,35.2,236.0,2.78,0.79,AgirKilli,Susam
7.42,30.7,16.7,179.6,1.47,0.66,MilliTinli,Cavdar
7.76,83.3,35.1,260.9,2.31,0.53,Tinli,Keten
7.21,77.7,34.2,306.1,3.04,0.67,Killi,Susam
7.0,66.6,58.7,339.0,3.14,0.16,KumluTinli,Kavun
7.34,81.5,31.2,225.3,2.72,0.44,Tinli,Susam
6.14,65.7,27.3,240.8,3.97,0.33,Tinli,Incir
7.04,76.4,33.0,228.5,3.99,0.18,KumluTinli,Ayva
6.28,42.1,24.8,274.2,2.13,0.26,KumluTinli,Visne
7.49,56.5,26.7,290.5,2.69,0.36,KilliTinli,Seftali
6.55,75.8,21.8,216.6,3.63,0.22,KumluTinli,Greyfurt
5.89,47.8,25.8,225.6,3.99,0.11,KumluTinli,Kestane
5.8,44.9,27.5,224.6,2.53,0.31,KumluTinli,Salep
6.6,65.9,36.2,212.1,2.86,0.13,KilliTinli,Korunga
6.69,55.7,34.2,213.0,3.75,0.14,Tinli,Ceviz
7.96,86.2,34.7,253.2,2.8,0.21,AgirKilli,SekerPancari
5.94,44.7,28.7,227.5,3.2,0.1,KilliTinli,Zeytin
6.57,90.8,48.3,312.4,3.22,0.31,MilliTinli,Biber
5.82,51.5,26.7,201.4,3.54,0.3,KumluTinli,Greyfurt
6.8,64.7,49.2,253.2,4.09,0.24,MilliTinli,Kavun
7.26,79.8,42.9,253.4,3.88,0.4,Tinli,Erik
6.26,59.2,42.7,271.7,2.58,0.27,KilliTinli,SiloMisiri
6.77,59.9,33.1,187.9,2.25,0.11,Tinli,Safran
6.24,60.8,30.2,188.2,2.31,0.27,KilliTinli,Zeytin
6.6,51.6,22.3,234.6,1.68,0.45,MilliTinli,Fasulye
7.87,56.4,28.3,227.9,2.57,0.21,Killi,SekerPancari
7.27,46.4,23.5,254.2,2.03,0.23,Tinli,Kusburnu
7.08,42.1,15.4,161.0,2.09,1.14,MilliTinli,Burçak
6.76,73.3,34.8,218.5,3.88,0.37,Tinli,Seftali
7.23,50.6,39.7,250.6,2.4,0.37,KilliTinli,Nar
6.65,50.0,21.3,254.0,3.7,0.27,KilliTinli,Rezene
5.59,54.5,24.5,261.9,2.22,0.16,KilliTinli,Armut
6.17,68.8,34.2,198.3,3.34,0.4,KumluTinli,MeyanKoku
6.22,41.0,29.1,286.3,3.79,0.21,KilliTinli,Cilek
6.13,47.5,22.5,251.6,3.51,0.37,KilliTinli,Seftali
7.41,69.0,26.3,203.6,2.3,0.75,Killi,Aycicegi
6.96,65.1,26.7,288.5,2.13,0.38,Tinli,Kivi
7.17,29.5,31.7,168.5,1.54,0.97,Tinli,Fasulye
6.03,43.3,44.4,232.9,3.51,0.21,KumluTinli,Biberiye
6.73,98.2,40.8,301.3,3.12,0.19,TinliKumlu,Turp
6.75,75.0,33.1,247.6,3.78,0.27,KumluTinli,YemSalgamı
7.32,46.5,33.7,185.8,1.61,0.83,Tinli,Arpa
6.66,107.9,40.7,353.8,3.34,0.42,KumluTinli,Ispanak
6.02,66.6,37.4,285.1,3.77,0.21,KumluTinli,Turp
6.65,79.7,43.9,266.1,2.97,0.25,MilliTinli,TazeSogan
5.64,69.1,40.2,251.8,2.39,0.13,KilliTinli,OglanOtu
7.07,80.8,42.6,283.3,2.64,0.3,KumluTinli,Kereviz
7.11,109.1,38.8,243.0,3.84,0.26,TinliKumlu,Ispanak
7.96,89.3,46.3,266.3,2.7,0.45,Tinli,YerFistigi
7.91,76.3,30.2,246.6,2.18,0.49,Killi,SekerPancari
5.87,71.6,36.8,250.4,3.65,0.38,KumluTinli,AdaCayi
6.89,28.1,28.2,187.6,1.9,0.77,Tinli,Cavdar
6.95,48.7,24.9,163.5,1.62,0.47,MilliTinli,Fiğ
6.32,63.2,43.4,256.7,4.28,0.41,KumluTinli,Domates
7.82,75.8,36.4,318.7,2.28,0.8,Killi,Soya
6.59,40.8,34.0,160.2,1.97,1.12,MilliTinli,Arpa
7.45,50.4,22.7,199.0,2.31,0.19,KilliTinli,Nar
7.14,105.5,45.2,266.0,3.91,0.5,MilliTinli,Patlican
7.48,45.0,23.5,197.0,2.4,0.26,KumluTinli,Findik
5.67,63.7,32.9,246.6,3.6,0.28,KilliTinli,Visne
6.05,42.3,35.8,272.3,2.12,0.38,KilliTinli,Seftali
7.09,52.7,36.9,286.0,3.7,0.2,KumluTinli,Greyfurt
6.8,54.5,34.6,227.7,2.57,0.1,KumluTinli,Muz
6.51,91.0,51.0,270.2,4.17,0.15,KumluTinli,Prasa
7.5,50.7,19.6,174.2,2.11,1.02,MilliTinli,Yulaf
6.08,41.6,28.4,218.0,2.92,0.19,KumluTinli,Incir
6.67,70.6,35.9,242.6,2.21,0.13,KumluTinli,Kivi
6.55,62.6,54.9,268.8,4.47,0.41,KumluTinli,Kereviz
6.74,66.6,20.1,260.7,2.88,0.26,KumluTinli,Kiraz
6.18,68.8,35.5,367.1,3.51,0.18,MilliTinli,Havuc
7.03,68.0,35.9,205.8,3.22,0.23,KumluTinli,Cilek
7.07,53.5,39.3,237.0,3.18,0.42,Killi,Soya
6.82,56.3,33.0,247.5,2.48,0.3,KilliTinli,Uzum
6.58,32.5,16.7,178.6,1.28,0.41,MilliTinli,Misir
7.35,66.1,21.8,243.2,2.46,0.39,Tinli,Portakal
5.85,59.7,30.6,295.4,2.92,0.2,KilliTinli,Cilek
6.7,40.4,23.2,263.1,2.42,0.17,KilliTinli,Cilek
7.32,35.0,34.7,205.5,2.08,0.49,Tinli,Bezelye
6.93,46.3,25.2,193.2,1.24,0.32,Killi,Celtik
