pH,Azot_ppm,Fosfor_ppm,Potasyum_ppm,OrganikMadde,Tuzluluk,GecmisVerim_kg,ToprakTuru,UrunTipi,OnerilenAzot,OnerilenFosfor,OnerilenPotasyum
6.91,69.1,30.4,252.4,2.45,0.29,3345.0,KilliTinli,Salep,16.3,11.4,0.0
5.84,77.1,21.1,223.3,3.6,0.19,3376.2,KilliTinli,Kivi,16.0,12.8,0.0
6.58,74.0,36.4,261.7,3.04,0.2,3347.0,Tinli,Yonca,16.3,10.8,0.0
5.95,49.0,23.5,278.9,3.11,0.23,3629.2,Tinli,AntepFistigi,19.0,12.6,0.0
6.88,54.2,23.8,264.4,2.96,0.29,3587.5,KumluTinli,Salep,18.5,12.5,0.0
7.28,75.0,28.6,257.8,2.29,0.16,3138.9,KilliTinli,AdaCayi,16.0,11.7,0.0
7.19,73.6,27.7,319.8,2.43,0.42,5465.5,Tinli,SekerPancari,9.3,7.8,0.0
5.67,75.4,31.3,299.7,3.03,0.36,2916.9,KilliTinli,Portakal,16.3,11.6,0.0
7.42,32.0,29.1,229.9,1.59,0.94,309.5,Killi,Yulaf,14.5,7.4,0.0
6.29,105.1,58.3,330.7,3.18,0.22,2183.2,KumluTinli,TazeSogan,12.6,7.4,4.7
7.18,75.0,47.0,302.6,2.52,0.5,342.1,AgirKilli,Pamuk,8.7,5.2,0.0
7.12,56.9,31.8,293.9,3.94,0.3,3647.7,KilliTinli,Salep,18.4,11.0,0.0
6.15,47.9,30.7,296.8,2.76,0.13,3310.1,KumluTinli,Salep,19.6,11.1,0.0
7.12,25.8,33.9,166.3,1.29,0.88,295.2,MilliTinli,Celtik,14.6,7.0,0.0
6.51,76.3,38.8,277.4,2.7,0.12,3430.5,KumluTinli,Elma,16.0,10.0,6.9
6.08,92.2,47.9,260.5,3.19,0.36,1965.8,MilliTinli,Sarımsak,13.6,8.7,0.0
7.77,78.6,40.7,219.7,2.9,0.48,5194.2,Tinli,Soya,8.6,6.2,0.0
7.28,53.3,31.9,221.8,3.79,0.13,3604.7,KilliTinli,Nane,18.4,11.0,0.0
6.3,42.3,33.8,276.4,3.32,0.25,3327.5,KumluTinli,Kayisi,20.0,11.0,6.9
7.86,79.6,49.5,278.8,3.31,0.76,4820.6,AgirKilli,Kanola,8.5,4.7,0.0
7.18,95.8,42.0,255.9,2.74,0.37,2047.8,TinliKumlu,TazeSogan,13.8,9.9,7.6
7.46,68.6,31.8,202.6,2.3,0.33,3373.4,Tinli,Korunga,17.1,11.1,0.0
7.05,85.0,48.6,267.2,2.05,0.77,5031.6,AgirKilli,Kanola,7.5,4.7,0.0
7.33,55.2,42.1,262.0,3.18,0.4,3434.8,KilliTinli,Kiraz,18.3,9.5,0.0
5.78,66.2,34.1,184.5,3.38,0.17,3661.7,KumluTinli,Nane,16.8,11.2,0.0
6.49,63.4,27.6,295.7,3.14,0.12,3472.1,Tinli,Kimyon,17.4,12.0,0.0
5.53,40.7,27.4,237.7,2.8,0.29,3408.8,KilliTinli,OglanOtu,20.3,11.7,0.0
6.54,37.9,20.1,235.6,1.77,0.99,695.5,MilliTinli,Celtik,13.8,8.8,0.0
6.39,104.3,53.7,368.0,3.02,0.18,2021.4,TinliKumlu,Marul,12.6,7.8,4.1
6.48,99.6,63.7,336.7,3.6,0.38,2119.8,TinliKumlu,Maydanoz,12.7,6.3,5.1
7.38,61.2,27.9,204.5,3.93,0.3,3352.1,KilliTinli,Salep,17.5,12.1,0.0
7.92,61.4,47.6,318.2,2.82,0.73,5430.5,Tinli,YerFistigi,10.3,4.8,0.0
7.1,68.9,49.1,350.7,3.35,0.45,2168.7,TinliKumlu,Havuc,16.7,8.6,4.7
6.59,78.8,63.3,348.9,2.91,0.13,2193.3,TinliKumlu,Ispanak,15.8,6.4,4.5
7.37,75.4,34.7,216.3,2.91,0.18,3638.6,KumluTinli,SiloMisiri,16.0,10.7,0.0
5.65,41.3,25.7,298.5,2.25,0.36,3121.7,KumluTinli,Nane,19.7,11.9,0.0
7.43,44.1,26.1,179.8,2.21,0.57,649.6,MilliTinli,Misir,12.7,8.3,0.0
6.16,95.5,46.6,332.1,4.46,0.32,2343.9,KumluTinli,Maydanoz,13.8,8.7,5.1
7.2,55.7,31.1,292.9,2.62,0.25,5395.7,Tinli,Soya,11.5,7.2,0.0
7.92,64.2,35.8,233.7,2.71,0.79,4954.3,AgirKilli,Kenevir,10.5,6.5,0.0
6.6,34.4,21.4,180.1,2.11,0.73,325.2,MilliTinli,Cavdar,13.8,8.7,0.0
6.47,65.4,38.3,205.7,3.08,0.17,3196.8,Tinli,Salep,16.8,10.3,0.0
6.94,78.8,24.2,223.1,2.07,0.25,3108.8,Tinli,Kimyon,15.2,12.6,0.0
6.91,66.1,49.1,263.9,2.99,0.35,5754.5,AgirKilli,Keten,9.7,4.7,0.0
6.53,76.9,27.8,192.1,4.0,0.13,3775.8,KilliTinli,Visne,15.5,12.1,0.0
5.53,60.0,41.1,200.9,3.63,0.17,3543.1,KilliTinli,AntepFistigi,17.7,9.9,0.0
7.29,34.7,24.6,188.2,1.67,0.42,644.5,MilliTinli,Arpa,14.0,8.2,0.0
6.88,78.3,20.1,217.6,3.8,0.29,3364.1,KumluTinli,Papatya,15.3,12.9,0.0
6.56,61.3,38.6,207.5,2.18,0.12,3437.0,KilliTinli,Cay,17.2,10.4,0.0
7.31,87.6,26.2,304.5,2.0,0.29,5202.1,Tinli,Tütün,7.2,7.8,0.0
6.31,74.3,44.9,202.0,3.04,0.38,3128.2,Tinli,Findik,16.3,9.0,0.0
6.37,69.3,64.5,323.8,4.22,0.46,2055.2,TinliKumlu,Kereviz,16.3,6.1,5.5
6.48,109.7,57.2,369.5,4.39,0.36,2197.1,MilliTinli,Ispanak,12.0,7.7,0.0
6.38,70.0,44.8,253.8,2.29,0.26,3118.6,KumluTinli,Limon,16.9,9.5,7.5
6.02,66.5,42.6,254.5,2.45,0.24,3103.8,KilliTinli,Armut,17.2,9.4,0.0
7.2,29.2,19.4,164.2,1.21,0.88,281.1,Tinli,Misir,14.7,9.3,0.0
7.66,80.6,39.8,207.5,2.41,0.48,4994.6,AgirKilli,Susam,8.2,6.1,0.0
6.47,77.8,23.9,227.8,3.99,0.36,3537.2,Tinli,Nane,15.3,12.3,0.0
6.96,89.2,38.1,302.3,3.03,0.6,5269.6,Killi,Aycicegi,7.2,6.3,0.0
6.3,68.8,42.6,193.7,3.08,0.32,3343.4,KilliTinli,Kestane,17.0,9.4,0.0
6.69,56.1,44.3,183.0,3.32,0.22,3340.9,KilliTinli,Salep,18.5,9.4,0.0
6.72,100.4,64.4,355.5,3.18,0.33,2198.1,TinliKumlu,TazeSogan,12.6,6.3,4.6
5.7,63.4,27.5,257.6,3.21,0.13,3460.5,KumluTinli,Kekik,17.5,11.6,0.0
7.33,47.4,24.1,264.2,2.72,0.16,3493.5,Tinli,Cilek,19.5,12.6,0.0
6.89,101.2,44.0,247.5,2.84,0.31,1958.3,MilliTinli,Prasa,12.8,9.3,0.0
5.53,77.0,42.9,236.0,3.48,0.34,3401.6,KilliTinli,Cilek,16.0,9.8,0.0
6.9,93.8,50.9,246.8,4.47,0.14,2148.7,TinliKumlu,Havuc,13.6,8.3,7.3
5.99,46.0,38.9,298.5,3.34,0.3,3121.7,KumluTinli,Mandalina,19.9,10.1,6.0
6.98,66.2,20.9,184.2,2.44,0.16,3239.3,KilliTinli,Lavanta,17.0,13.1,0.0
5.79,68.8,20.4,295.9,2.41,0.3,3302.0,KumluTinli,Uzum,16.6,12.8,6.0
6.03,74.9,24.0,218.1,2.4,0.19,3128.6,Tinli,YemSalgamı,15.8,12.4,0.0
6.71,102.4,41.1,378.0,2.51,0.25,2031.9,MilliTinli,TazeSogan,13.1,9.9,0.0
6.1,49.6,31.7,194.2,3.52,0.39,3724.4,KumluTinli,YemSalgamı,19.4,11.2,0.0
6.07,79.8,59.5,361.2,3.57,0.38,2030.4,TinliKumlu,Turp,15.6,7.0,4.3
7.39,65.1,21.8,292.1,3.94,0.29,3647.5,Tinli,Visne,17.2,12.7,0.0
6.97,85.7,63.4,331.2,3.09,0.25,2114.0,MilliTinli,Maydanoz,14.5,6.6,0.0
6.7,70.6,34.0,235.1,2.42,0.39,3163.4,Tinli,Portakal,16.6,10.6,0.0
6.6,77.8,48.4,363.5,3.51,0.24,2085.3,KumluTinli,Biber,15.9,8.5,4.0
7.21,55.4,35.1,216.4,2.42,0.66,390.5,Killi,Pamuk,11.7,6.5,0.0
7.15,62.1,39.1,240.4,2.93,0.21,3435.8,KumluTinli,Ceviz,17.9,10.2,0.0
6.33,78.4,35.1,296.4,3.45,0.44,2035.5,MilliTinli,Sarımsak,15.5,10.8,0.0
6.9,38.4,31.3,218.5,1.83,0.5,676.2,Killi,Bezelye,2.3,7.4,0.0
7.06,55.9,21.8,218.0,2.37,0.2,3116.5,KumluTinli,Kusburnu,18.6,12.9,0.0
6.52,76.5,25.0,203.2,2.32,0.28,3128.4,KilliTinli,Kusburnu,15.7,12.0,0.0
7.38,48.7,20.4,287.6,3.8,0.4,3613.6,KumluTinli,Salep,19.2,12.8,0.0
6.36,68.0,25.4,192.1,3.79,0.35,3190.6,Tinli,Elma,17.0,12.4,0.0
5.67,61.8,37.2,270.7,3.17,0.29,3283.7,KilliTinli,Kivi,17.9,10.6,0.0
6.61,40.9,23.7,212.2,2.14,0.24,3418.4,KilliTinli,Kiraz,20.4,12.4,0.0
7.11,86.3,28.9,296.9,2.9,0.42,5649.8,AgirKilli,SekerPancari,7.7,7.5,0.0
5.7,54.6,39.2,192.0,2.73,0.13,3444.6,KumluTinli,Badem,18.8,10.3,0.0
6.37,43.0,44.7,294.4,3.84,0.31,3682.5,KumluTinli,AdaCayi,19.5,9.5,0.0
5.57,79.0,36.1,213.9,2.87,0.13,3241.2,Tinli,Korunga,15.3,10.8,0.0
7.32,33.3,28.1,192.6,1.4,1.16,292.7,MilliTinli,Arpa,14.0,7.7,0.0
7.33,88.3,46.4,293.0,2.62,0.64,5364.0,Tinli,YerFistigi,7.2,5.1,0.0
6.24,67.5,49.7,300.7,2.91,0.44,2084.9,KumluTinli,Tere,16.7,8.4,6.3
7.35,25.1,22.2,214.5,1.69,0.36,312.0,Tinli,Fasulye,3.0,8.4,0.0
7.32,53.0,42.1,236.9,2.34,0.22,3365.4,Tinli,Armut,18.8,9.9,0.0
7.07,81.6,46.3,231.6,2.41,0.3,384.5,Tinli,Pamuk,8.4,5.1,0.0
6.92,61.9,33.2,289.2,2.64,0.39,3358.6,KumluTinli,OglanOtu,17.9,10.9,0.0
6.71,108.8,35.5,281.4,2.03,0.49,5268.9,KumluTinli,Karpuz,12.0,10.5,6.4
7.78,40.9,24.3,205.5,1.92,0.83,682.3,Killi,Fiğ,2.8,8.4,0.0
6.64,79.4,21.5,291.0,2.59,0.3,3331.3,KumluTinli,Anason,15.4,12.7,0.0
7.29,52.0,44.0,281.8,3.87,0.26,3478.0,KilliTinli,AdaCayi,19.1,9.6,0.0
7.14,97.3,39.8,359.5,4.27,0.35,2105.5,KumluTinli,TazeSogan,13.3,10.2,4.3
7.02,41.5,34.9,203.5,3.16,0.15,3389.1,KilliTinli,Salep,20.0,11.0,0.0
7.26,50.8,42.6,319.1,2.45,0.31,419.6,AgirKilli,Pamuk,12.0,5.6,0.0
6.3,101.7,54.7,282.5,3.72,0.31,2060.0,KumluTinli,Roka,12.9,7.7,6.5
6.61,90.0,42.1,294.0,4.45,0.19,5577.4,MilliTinli,Hiyar,14.5,9.9,0.0
7.35,60.9,25.1,222.3,2.57,0.22,3504.9,Tinli,Kestane,18.0,12.5,0.0
7.37,89.5,30.6,237.5,2.69,0.73,5224.0,AgirKilli,Keten,7.2,7.7,0.0
5.55,77.0,22.0,253.3,2.85,0.29,3588.0,KumluTinli,Findik,15.7,12.7,0.0
6.34,99.9,42.9,313.9,3.24,0.34,1767.2,MilliTinli,Maydanoz,12.7,9.6,0.0
6.4,95.8,64.4,330.2,3.59,0.44,2211.4,MilliTinli,Sarımsak,13.5,6.1,0.0
7.6,52.6,24.6,222.9,1.66,0.76,307.9,Killi,Celtik,11.5,8.4,0.0
5.98,47.3,31.9,190.1,3.24,0.18,3232.4,Tinli,Papatya,19.2,11.0,0.0
6.29,89.2,50.1,337.3,2.77,0.25,1914.2,MilliTinli,Ispanak,14.1,8.2,0.0
6.89,79.3,20.1,197.8,2.97,0.28,3379.1,KumluTinli,Lavanta,15.3,12.8,0.0
6.54,54.0,15.2,222.7,1.91,0.99,298.5,Tinli,Arpa,11.5,9.9,0.0
6.18,63.8,28.3,249.2,3.54,0.3,3353.5,KumluTinli,Ayva,17.0,11.8,7.8
6.85,69.0,52.9,324.0,3.12,0.11,1951.9,MilliTinli,Kereviz,16.6,8.1,0.0
6.49,70.1,33.7,196.7,2.95,0.15,3324.3,Tinli,Mandalina,17.0,11.1,0.0
7.79,81.8,45.6,234.5,3.19,0.51,5768.2,AgirKilli,Aycicegi,8.2,4.9,0.0
5.6,66.2,25.2,190.7,2.08,0.38,3104.6,KumluTinli,Kusburnu,17.4,12.1,0.0
5.63,48.3,30.4,259.9,3.23,0.16,2975.0,KilliTinli,Findik,19.4,11.7,0.0
6.54,53.1,31.4,183.4,2.17,0.16,3144.5,KumluTinli,Nane,18.8,11.3,0.0
6.57,44.7,29.6,283.0,2.9,0.2,3302.8,KumluTinli,Safran,19.4,11.5,0.0
6.84,66.0,37.1,251.2,2.71,0.22,3185.8,KilliTinli,Kusburnu,17.5,10.1,0.0
7.37,67.8,31.9,296.6,2.83,0.14,3593.9,KilliTinli,Biberiye,16.7,11.4,0.0
7.64,55.4,32.9,248.1,2.8,0.43,5123.2,Tinli,Soya,11.4,7.2,0.0
6.28,77.3,24.2,207.8,2.46,0.13,3178.0,Tinli,Cilek,15.4,12.2,0.0
6.26,60.0,43.4,279.2,2.62,0.16,2108.5,MilliTinli,Ispanak,17.5,9.4,0.0
7.75,25.6,22.4,236.7,1.87,0.54,291.2,Tinli,Bugday,14.7,8.6,0.0
7.02,66.2,44.7,294.2,4.06,0.47,2237.4,KumluTinli,Patlican,17.4,9.4,6.4
6.57,62.4,34.9,267.3,2.17,0.18,3413.0,KumluTinli,Safran,17.4,10.5,0.0
6.57,67.8,27.4,259.0,3.05,0.39,3249.3,Tinli,OglanOtu,16.9,11.9,0.0
5.87,75.9,41.5,297.3,2.87,0.28,3456.9,Tinli,Ayva,15.7,9.9,0.0
6.51,44.3,39.5,195.5,2.35,0.19,3252.1,KilliTinli,Kekik,19.5,10.1,0.0
6.68,78.0,32.5,264.6,3.92,0.11,3043.3,Tinli,SiloMisiri,15.4,10.9,0.0
6.7,67.3,41.9,291.6,4.32,0.16,2220.9,KumluTinli,Havuc,16.9,9.8,6.4
5.72,43.6,30.0,196.8,3.7,0.15,3294.6,Tinli,Greyfurt,19.8,11.7,0.0
6.49,73.8,48.9,313.3,3.02,0.44,1901.2,MilliTinli,Prasa,16.4,8.5,0.0
5.66,42.2,28.8,223.7,2.28,0.19,3145.2,KumluTinli,Greyfurt,19.5,11.7,8.3
6.52,54.8,42.2,278.9,2.61,0.12,2894.2,KilliTinli,Rezene,18.0,9.5,0.0
6.73,50.9,31.2,191.9,1.72,0.46,670.7,Tinli,Celtik,12.0,7.2,0.0
6.54,68.4,36.2,261.5,4.3,0.33,2241.3,KumluTinli,TazeSogan,16.5,10.3,7.5
6.68,79.3,27.3,205.7,2.73,0.36,3426.0,KilliTinli,Kimyon,15.1,12.1,0.0
6.63,59.8,26.6,261.3,3.84,0.33,3317.2,KumluTinli,Lavanta,17.8,12.2,0.0
5.67,48.4,34.7,240.8,3.22,0.22,3434.2,KumluTinli,Limon,19.3,10.7,8.0
6.76,48.0,40.6,187.3,3.32,0.35,3481.9,KumluTinli,Lavanta,19.5,10.0,0.0
7.02,52.4,46.4,305.0,3.26,0.42,5700.0,Killi,Aspir,11.5,4.8,0.0
6.52,76.9,22.0,253.8,3.79,0.19,3795.0,Tinli,Erik,16.1,12.5,0.0
6.76,76.9,28.8,250.7,2.81,0.33,3431.1,KumluTinli,Korunga,16.0,11.7,0.0
6.7,63.0,41.0,241.1,4.44,0.22,6035.4,TinliKumlu,Lahana,17.3,10.0,8.1
7.08,74.6,42.0,231.8,2.16,0.56,5281.1,AgirKilli,Susam,8.7,5.7,0.0
7.2,70.2,23.2,228.8,3.98,0.22,3669.0,Tinli,Rezene,16.9,12.5,0.0
6.96,36.4,23.8,190.1,1.59,1.12,273.6,Killi,Bezelye,2.5,8.5,0.0
5.89,45.2,24.0,211.1,2.2,0.25,3200.5,KilliTinli,Visne,19.2,12.4,0.0
7.05,54.2,33.3,187.7,3.76,0.15,3049.5,KilliTinli,Yonca,18.7,11.3,0.0
7.4,37.7,27.2,190.0,1.42,0.56,279.4,MilliTinli,Cavdar,13.7,8.2,0.0
6.24,91.8,35.3,284.2,2.85,0.25,5399.9,TinliKumlu,Hiyar,14.2,10.5,6.8
6.95,53.4,38.0,262.9,3.07,0.59,5619.9,Killi,Keten,11.8,6.5,0.0
7.47,43.2,16.5,191.1,2.07,0.77,709.4,MilliTinli,Fasulye,4.0,9.4,0.0
7.13,35.6,22.7,192.1,1.7,0.73,694.3,MilliTinli,Burçak,4.5,8.4,0.0
5.7,69.0,31.8,189.5,2.96,0.17,3461.9,KumluTinli,MeyanKoku,17.0,11.1,0.0
6.98,64.7,47.9,278.0,4.35,0.26,2315.5,TinliKumlu,Roka,17.2,8.8,6.4
7.27,27.4,34.9,228.6,1.86,0.58,688.1,Killi,Arpa,15.0,6.5,0.0
7.58,49.5,19.6,218.7,1.91,0.68,620.6,MilliTinli,Bugday,12.3,9.4,0.0
7.05,66.1,26.0,186.1,2.38,0.38,2952.5,KumluTinli,Ayva,17.4,12.3,9.2
6.96,71.8,22.6,260.4,3.98,0.31,3653.8,Tinli,Nar,16.8,12.3,0.0
6.15,47.2,37.3,295.1,2.89,0.25,3203.8,KilliTinli,Korunga,19.4,10.7,0.0
7.37,45.4,27.3,287.9,2.16,0.28,3219.7,KilliTinli,Papatya,19.7,11.8,0.0
6.67,35.0,30.9,236.6,2.02,1.09,667.4,Killi,Misir,13.5,7.1,0.0
6.18,84.9,59.0,270.1,1.66,0.49,4736.3,KumluTinli,Karpuz,14.9,7.1,6.9
7.0,45.8,25.3,254.6,3.75,0.16,3451.0,Tinli,Kusburnu,19.2,12.2,0.0
7.08,55.6,35.5,259.3,2.05,0.17,3464.1,KilliTinli,Cilek,18.6,10.4,0.0
6.58,52.5,37.0,190.3,3.68,0.24,3789.6,KilliTinli,Yonca,18.4,10.7,0.0
6.37,78.8,28.9,266.1,2.4,0.28,3414.4,Tinli,Uzum,15.9,11.9,0.0
5.55,73.1,38.5,266.3,3.08,0.28,3350.3,Tinli,Kimyon,16.2,10.1,0.0
6.81,75.5,51.6,277.2,3.42,0.27,2026.0,TinliKumlu,Kereviz,15.6,8.4,6.6
7.18,43.1,28.2,194.2,1.57,0.56,315.2,Killi,Celtik,12.6,7.7,0.0
7.68,50.1,28.8,182.1,1.8,0.86,622.0,Tinli,Nohut,3.7,7.4,0.0
6.45,50.7,28.0,268.0,3.12,0.22,3503.4,KumluTinli,Korunga,19.1,11.6,0.0
7.31,50.1,44.6,260.6,3.42,0.23,3650.9,Tinli,Biberiye,18.6,9.1,0.0
7.51,79.4,34.5,279.0,2.02,0.42,4573.0,AgirKilli,Kanola,8.7,6.6,0.0
6.68,35.2,28.8,226.8,1.78,0.96,294.8,Killi,Misir,14.1,7.4,0.0
6.96,89.1,44.3,279.3,2.71,0.48,5605.6,KumluTinli,Domates,14.1,9.1,7.0
6.38,49.0,24.4,204.1,3.97,0.3,3628.0,KilliTinli,Incir,19.3,12.5,0.0
7.06,63.5,23.5,292.1,3.89,0.35,3468.2,Tinli,Visne,17.6,12.5,0.0
7.14,65.2,46.3,248.3,2.4,0.55,4896.3,Tinli,Kenevir,10.3,5.1,0.0
7.16,64.7,44.3,367.1,2.62,0.24,1954.0,TinliKumlu,Sarımsak,17.0,9.1,3.9
6.94,70.2,39.7,315.1,2.88,0.38,1761.2,KumluTinli,Ispanak,16.4,10.3,5.6
6.86,69.1,23.6,215.2,2.62,0.22,3207.7,KilliTinli,Papatya,16.5,12.7,0.0
7.49,63.6,39.7,230.1,3.56,0.3,3652.4,KilliTinli,Papatya,17.7,9.8,0.0
7.01,74.0,32.4,215.1,3.58,0.23,3037.1,KilliTinli,Portakal,16.4,11.4,0.0
5.81,68.3,31.0,288.1,3.26,0.33,3404.9,Tinli,Salep,17.0,11.4,0.0
6.36,107.6,35.6,266.8,3.14,0.3,1973.6,TinliKumlu,Ispanak,11.8,10.7,7.3
6.88,68.2,32.7,270.8,3.06,0.38,3412.8,KumluTinli,YemSalgamı,16.9,11.0,0.0
6.72,71.9,25.0,258.4,2.45,0.18,3091.9,Tinli,Portakal,16.0,12.5,0.0
6.26,53.4,44.3,256.6,2.56,0.17,3134.0,KumluTinli,Zeytin,18.6,9.5,7.5
6.22,67.5,29.7,260.6,3.22,0.23,3266.6,KumluTinli,Korunga,16.7,11.3,0.0
7.48,75.5,25.0,244.6,2.41,0.1,3488.2,KumluTinli,Yonca,16.1,12.2,0.0
6.24,76.0,33.0,186.0,3.88,0.26,3268.4,Tinli,Limon,15.9,11.2,0.0
6.09,71.6,22.4,182.8,3.11,0.14,3299.8,KumluTinli,Salep,16.3,12.3,0.0
6.34,51.9,36.0,265.0,3.02,0.11,3444.1,KumluTinli,Korunga,18.7,10.8,0.0
7.08,108.7,41.2,365.4,3.76,0.27,2088.9,TinliKumlu,Prasa,12.1,9.6,4.1
5.98,75.6,25.2,181.9,2.19,0.29,3050.1,Tinli,Limon,16.2,12.0,0.0
6.82,72.5,37.4,253.6,3.48,0.33,2158.9,KumluTinli,Marul,16.6,10.7,7.5
6.13,95.4,42.7,329.9,3.58,0.37,2233.0,MilliTinli,Prasa,13.2,9.6,0.0
7.19,26.4,22.3,219.7,1.94,0.33,740.1,Killi,Bugday,14.6,8.8,0.0
6.95,73.3,37.7,273.1,3.1,0.1,3552.8,KilliTinli,AdaCayi,16.3,10.6,0.0
7.32,70.9,43.6,252.5,3.49,0.18,3618.2,KumluTinli,Mandalina,16.3,9.2,7.8
7.26,63.1,31.7,233.3,3.45,0.12,3605.9,KilliTinli,Visne,17.6,11.1,0.0
6.19,104.0,38.2,314.8,3.84,0.27,2080.4,TinliKumlu,Turp,12.3,10.5,5.4
6.51,47.2,31.5,163.8,1.39,0.53,323.1,MilliTinli,Bezelye,2.5,7.1,0.0
6.12,95.3,50.9,347.3,3.65,0.2,5487.6,MilliTinli,Lahana,13.2,8.2,0.0
6.49,81.3,48.2,307.0,2.85,0.42,5467.5,KumluTinli,Domates,15.0,8.6,6.1
7.8,54.0,28.1,186.8,1.92,1.03,311.0,MilliTinli,Celtik,11.6,7.9,0.0
6.69,62.9,30.7,257.4,2.03,0.14,3112.6,KumluTinli,Findik,17.1,11.2,0.0
7.09,74.6,29.4,229.2,2.02,0.32,3288.2,KumluTinli,Kusburnu,16.3,11.8,0.0
7.52,66.8,33.3,252.1,2.48,0.78,4875.7,Tinli,Kenevir,9.9,6.7,0.0
7.87,88.4,39.0,209.8,2.42,0.77,386.2,Killi,Pamuk,7.2,6.4,0.0
6.29,97.6,53.3,288.2,4.05,0.45,2129.4,KumluTinli,Ispanak,12.9,7.7,6.6
7.26,66.5,21.4,240.5,2.42,0.3,2708.0,KumluTinli,Nar,16.9,12.8,7.6
6.9,106.3,47.5,245.4,2.93,0.46,1975.5,KumluTinli,Turp,12.1,9.2,7.9
5.84,46.3,36.0,227.8,2.08,0.16,2811.9,KumluTinli,Ayva,19.6,10.8,8.2
6.03,70.9,43.0,292.6,2.1,0.17,3163.6,KilliTinli,Anason,16.7,9.5,0.0
6.67,64.0,41.4,222.6,3.4,0.27,3634.4,KumluTinli,Seftali,17.5,9.7,8.4
6.71,90.6,42.0,326.8,3.13,0.14,2129.1,MilliTinli,Maydanoz,14.2,9.6,0.0
6.12,104.2,62.3,326.0,3.39,0.14,2242.5,TinliKumlu,Havuc,12.3,6.7,5.2
6.36,84.0,46.4,268.1,3.43,0.18,4862.4,TinliKumlu,Lahana,15.0,9.3,7.0
7.32,72.3,40.1,204.3,3.38,0.44,5346.4,Killi,Soya,9.6,6.2,0.0
5.56,55.3,39.5,188.0,3.18,0.36,3622.4,KumluTinli,Kiraz,18.7,9.9,9.4
6.68,69.4,29.9,238.7,2.13,0.14,3055.9,Tinli,Greyfurt,16.4,11.6,0.0
6.08,89.9,46.3,346.5,3.25,0.24,5356.2,KumluTinli,Kavun,14.1,9.0,4.9
6.9,71.8,41.9,180.9,2.9,0.15,3073.5,KumluTinli,Elma,16.0,9.9,9.7
6.92,42.3,20.1,199.0,3.09,0.11,3429.5,KumluTinli,Nane,20.3,12.8,0.0
5.78,76.4,29.6,197.4,2.42,0.16,3479.3,KumluTinli,Lavanta,16.1,11.5,0.0
6.89,36.6,27.3,186.3,1.41,0.99,302.6,Tinli,Nohut,3.1,7.9,0.0
6.75,45.0,23.2,228.0,2.0,0.28,3181.0,Tinli,Biberiye,19.8,12.7,0.0
5.9,72.1,30.9,194.0,2.7,0.34,3417.2,KumluTinli,Kiraz,16.4,11.5,9.2
6.93,84.3,47.2,235.7,3.21,0.68,5416.1,AgirKilli,Kanola,7.9,4.9,0.0
6.96,86.1,46.9,259.1,4.03,0.37,5991.2,KumluTinli,Kavun,15.0,8.8,7.3
7.39,43.2,44.0,189.5,3.6,0.15,3419.5,KilliTinli,Greyfurt,19.8,9.5,0.0
7.51,63.7,48.2,295.6,2.89,0.33,5041.8,Tinli,Soya,10.5,4.9,0.0
6.67,32.0,18.4,164.1,1.67,0.5,681.9,Killi,Yulaf,13.9,9.5,0.0
6.55,44.3,21.4,225.5,1.37,0.66,652.8,Tinli,Fasulye,3.0,9.1,0.0
7.71,32.4,28.4,170.2,2.29,0.56,272.0,MilliTinli,Bezelye,3.2,7.6,0.0
6.63,60.6,42.6,253.9,3.27,0.41,5841.4,KumluTinli,Lahana,17.9,9.8,7.1
5.85,54.9,32.0,184.9,2.76,0.22,3382.6,Tinli,Kusburnu,18.5,11.3,0.0
6.23,60.9,34.7,217.0,2.07,0.18,3239.7,KumluTinli,Nar,17.8,10.5,8.7
6.66,75.6,25.0,267.9,2.92,0.37,3179.0,KilliTinli,Erik,16.1,12.0,0.0
7.5,51.0,28.4,285.2,3.81,0.17,3806.1,KilliTinli,Erik,19.3,11.5,0.0
6.84,42.1,21.7,204.2,2.92,0.13,3431.2,KumluTinli,MeyanKoku,20.3,12.5,0.0
7.4,43.9,41.4,291.8,2.71,0.12,2917.5,Tinli,Korunga,20.1,9.9,0.0
5.83,60.0,27.6,278.8,3.54,0.12,3572.8,Tinli,Salep,17.8,11.7,0.0
5.75,51.2,24.0,244.2,2.93,0.11,3291.9,KilliTinli,Yonca,18.9,12.3,0.0
7.1,46.7,24.6,248.4,3.64,0.1,3332.1,Tinli,Nane,19.7,12.1,0.0
6.97,46.1,21.3,256.1,2.49,0.19,3019.6,Tinli,YemSalgamı,19.8,12.6,0.0
6.05,62.5,62.9,290.1,3.77,0.26,2211.9,KumluTinli,Patlican,17.6,6.4,6.6
6.61,69.2,59.4,359.4,3.51,0.49,1815.2,TinliKumlu,Biber,16.7,6.9,4.5
6.91,48.4,25.1,204.8,2.41,0.11,3135.9,Tinli,Biberiye,19.4,12.5,0.0
5.55,67.1,28.0,231.9,2.62,0.21,3444.1,KumluTinli,Anason,17.3,11.9,0.0
7.34,62.9,41.1,279.4,3.51,0.38,3467.2,KumluTinli,Yonca,17.2,9.7,0.0
6.9,51.3,16.7,207.4,1.62,1.08,290.9,Tinli,Yulaf,11.8,9.3,0.0
