pH,EC,Sertlik,Nitrat,Nitrit,Sodyum,Klor,SulamayaUygun
7.08,0.3,10.4,6.3,0.013,31.7,20.7,True
7.09,0.8,20.9,9.3,0.024,35.3,16.5,True
8.68,2.92,57.2,75.6,1.262,250.9,263.6,False
4.83,3.14,38.8,71.8,0.985,200.9,202.1,False
6.56,0.21,13.0,21.5,0.03,12.6,26.7,True
5.09,2.38,50.9,62.5,0.773,202.5,343.4,False
7.16,0.44,12.6,7.6,0.019,26.4,28.6,True
9.35,3.28,46.2,86.3,0.94,293.4,222.8,False
7.22,0.69,10.8,7.0,0.019,10.1,16.6,True
6.79,0.49,16.3,13.3,0.013,42.3,59.4,True
7.0,0.66,13.0,15.7,0.027,22.7,47.6,True
4.55,2.6,42.4,83.7,1.545,270.9,327.5,False
6.69,0.49,14.9,9.0,0.017,20.0,24.1,True
7.14,0.84,19.7,14.8,0.025,35.4,35.5,True
6.55,0.32,18.1,18.4,0.037,27.5,58.7,True
7.57,0.85,14.6,21.2,0.01,23.4,45.2,True
4.68,4.18,51.5,50.8,0.858,253.2,233.3,False
6.75,0.28,18.3,14.1,0.036,14.2,30.8,True
6.77,0.41,12.8,25.0,0.037,30.9,28.2,True
7.06,0.63,11.0,11.2,0.014,36.9,29.5,True
9.67,2.74,48.2,58.5,1.297,168.0,348.3,False
9.41,4.31,50.4,77.1,1.411,176.7,200.7,False
7.77,0.83,20.2,23.8,0.035,37.0,26.8,True
9.4,2.58,62.3,70.7,0.98,177.7,376.8,False
7.09,0.8,13.6,15.9,0.023,30.7,25.5,True
7.63,0.67,15.8,22.1,0.036,42.3,56.6,True
5.45,3.84,51.2,58.7,1.358,249.9,285.3,False
8.99,3.51,42.6,66.2,1.998,191.1,396.0,False
6.97,0.58,20.5,11.8,0.023,44.1,59.0,True
6.68,0.46,18.9,6.7,0.019,14.7,34.0,True
7.74,0.77,10.8,15.5,0.029,37.9,46.5,True
6.95,0.86,10.9,22.5,0.032,13.8,15.4,True
9.46,4.28,47.9,87.6,1.115,294.5,267.7,False
5.74,3.99,37.8,83.7,1.889,297.6,259.8,False
7.76,0.25,21.5,14.1,0.006,15.4,43.7,True
6.97,0.68,12.8,12.8,0.028,26.5,50.5,True
9.66,2.86,50.3,54.2,0.693,212.9,315.0,False
7.36,0.7,18.0,12.2,0.012,30.4,45.2,True
7.74,0.23,14.2,22.8,0.015,28.5,35.9,True
6.68,0.28,18.6,9.4,0.014,28.6,54.7,True
9.51,2.52,54.1,65.8,1.845,216.5,311.6,False
6.85,0.41,21.3,24.1,0.011,44.6,39.0,True
7.45,0.31,15.2,16.7,0.015,41.5,18.6,True
9.62,3.2,54.8,55.9,1.559,264.2,334.6,False
7.32,0.26,12.0,19.4,0.04,14.2,24.5,True
5.52,3.0,37.5,73.0,0.645,179.5,198.8,False
7.51,0.76,14.1,5.2,0.024,35.5,36.8,True
6.86,0.2,13.1,19.8,0.029,26.0,41.1,True
5.56,3.61,63.3,54.6,0.93,169.3,303.1,False
7.5,0.33,14.7,7.8,0.023,13.0,49.7,True
7.42,0.49,14.9,17.7,0.012,13.3,53.7,True
9.79,2.36,46.0,65.6,1.567,216.8,271.9,False
9.53,2.97,56.2,77.8,1.8,222.4,285.3,False
7.2,0.57,11.0,5.7,0.011,28.6,30.0,True
8.35,2.91,56.0,87.9,1.978,291.8,237.5,False
6.96,0.68,10.8,5.2,0.038,14.7,53.8,True
6.54,0.46,13.0,13.9,0.025,13.6,55.8,True
6.87,0.34,17.9,18.1,0.016,26.0,47.0,True
6.58,0.22,20.8,5.4,0.03,38.5,24.7,True
6.56,0.27,15.5,24.1,0.029,24.2,18.8,True
7.58,0.38,12.0,22.3,0.038,31.8,29.1,True
7.71,0.29,18.7,21.3,0.022,20.8,39.7,True
7.0,0.76,16.0,24.7,0.04,13.9,40.6,True
6.74,0.88,18.9,24.9,0.01,36.1,45.6,True
9.73,2.42,54.6,70.8,1.652,182.1,236.6,False
6.75,0.57,13.9,18.7,0.02,44.9,34.5,True
6.74,0.42,13.1,15.0,0.018,41.7,36.8,True
7.0,0.35,16.2,9.1,0.022,18.8,33.4,True
7.06,0.8,13.7,21.4,0.039,24.0,57.4,True
6.76,0.2,17.1,5.5,0.012,27.2,38.1,True
6.81,0.74,20.8,24.0,0.033,16.3,27.9,True
8.82,3.08,61.7,61.5,1.019,207.4,203.8,False
6.86,0.34,21.7,13.5,0.016,43.4,41.1,True
5.41,2.63,35.0,63.9,0.701,283.4,289.3,False
5.37,4.07,52.9,50.6,1.144,181.5,250.7,False
7.59,0.49,18.9,10.9,0.029,28.2,16.6,True
7.04,0.61,19.6,11.7,0.016,32.7,39.9,True
7.42,0.88,12.4,21.3,0.026,37.3,57.2,True
5.06,3.0,37.3,83.3,1.761,163.6,295.2,False
7.73,0.48,21.4,11.7,0.039,10.5,16.6,True
6.62,0.47,17.1,24.4,0.038,18.5,51.7,True
7.25,0.9,13.2,20.3,0.021,15.1,53.0,True
7.23,0.55,13.3,19.2,0.033,28.4,21.9,True
7.3,0.54,13.0,8.9,0.02,30.4,39.3,True
8.64,3.34,61.1,69.6,1.171,232.8,312.0,False
4.64,4.13,61.0,85.6,1.104,277.1,258.9,False
6.85,0.57,20.1,12.0,0.013,42.6,43.6,True
9.38,2.59,64.9,55.9,1.13,208.7,224.3,False
6.84,0.27,13.1,14.3,0.027,24.9,35.4,True
7.37,0.47,14.5,14.7,0.029,12.0,53.9,True
7.37,0.51,19.8,6.7,0.028,32.6,19.0,True
5.33,2.83,60.6,83.5,1.325,149.1,282.9,False
6.88,0.71,10.8,8.6,0.029,22.2,34.1,True
5.32,3.78,53.7,68.7,1.973,174.8,315.3,False
7.36,0.33,20.7,19.1,0.036,15.8,39.5,True
7.47,0.32,21.6,20.8,0.021,16.9,47.0,True
7.38,0.66,11.5,17.7,0.008,41.7,21.5,True
8.3,2.88,50.1,76.7,0.683,279.3,193.1,False
6.92,0.59,20.4,17.3,0.015,28.4,50.6,True
6.77,0.26,14.6,17.5,0.033,39.7,26.2,True
7.51,0.39,10.8,21.7,0.022,30.7,21.5,True
4.73,3.6,48.7,63.4,1.916,253.9,319.6,False
7.2,0.56,12.0,22.5,0.011,35.8,49.9,True
7.76,0.66,19.6,23.5,0.018,22.7,52.8,True
7.41,0.81,14.3,19.4,0.028,10.1,58.2,True
8.74,2.46,41.3,88.2,0.648,204.7,330.8,False
6.98,0.52,15.9,22.5,0.006,29.9,47.2,True
7.55,0.34,20.6,9.4,0.039,20.4,22.0,True
5.78,3.39,63.5,60.8,0.92,226.9,288.3,False
6.95,0.71,16.4,15.1,0.037,16.2,47.6,True
6.84,0.43,12.3,24.6,0.012,36.1,51.4,True
7.71,0.54,11.7,13.7,0.027,32.5,21.3,True
7.41,0.69,15.2,10.2,0.039,24.3,23.4,True
7.09,0.36,11.6,12.4,0.022,20.8,29.8,True
7.33,0.24,21.8,15.2,0.018,19.3,26.4,True
7.53,0.73,11.9,9.0,0.012,39.3,18.0,True
6.86,0.74,21.9,12.8,0.017,37.0,48.5,True
6.99,0.86,19.6,11.5,0.011,44.1,56.9,True
6.64,0.35,21.0,19.5,0.032,23.7,24.9,True
6.96,0.26,11.4,19.5,0.008,41.6,44.8,True
4.86,3.47,63.1,64.1,0.614,141.0,392.5,False
7.68,0.47,16.8,8.2,0.034,30.1,18.6,True
6.8,0.36,15.6,24.6,0.022,41.4,24.6,True
9.11,3.57,62.9,58.7,1.575,219.3,251.2,False
7.2,0.26,15.8,24.3,0.008,16.9,16.3,True
8.7,3.31,65.0,73.5,1.396,264.8,197.6,False
7.76,0.83,14.6,19.9,0.033,30.8,24.2,True
7.58,0.21,18.3,9.7,0.034,33.9,49.6,True
7.76,0.8,12.5,17.2,0.027,39.5,51.9,True
6.68,0.29,16.6,14.8,0.034,39.5,17.7,True
9.1,2.37,47.4,58.4,0.534,168.2,354.4,False
6.54,0.78,19.3,23.9,0.03,39.9,38.1,True
5.68,3.06,37.1,85.2,0.864,159.7,365.4,False
6.72,0.75,12.1,8.8,0.028,31.0,37.9,True
7.18,0.8,11.7,20.5,0.024,19.2,46.4,True
9.7,2.92,56.3,79.5,1.956,202.8,335.1,False
7.61,0.43,21.4,21.2,0.028,30.4,19.5,True
6.57,0.23,16.2,21.5,0.019,39.9,36.0,True
8.88,2.24,52.7,54.4,0.714,194.3,346.7,False
4.95,4.16,60.6,82.4,1.085,162.8,222.7,False
5.09,2.75,48.1,69.5,1.492,150.1,396.5,False
6.93,0.24,16.7,13.2,0.014,43.6,52.7,True
7.01,0.87,19.3,12.6,0.036,44.4,57.8,True
7.12,0.58,15.6,19.3,0.019,25.5,44.0,True
6.55,0.29,18.5,19.0,0.016,43.5,38.5,True
7.6,0.58,16.1,6.5,0.033,24.6,34.8,True
7.09,0.37,15.2,22.3,0.033,12.1,49.6,True
5.05,3.68,42.2,85.7,1.593,247.7,265.8,False
6.69,0.25,15.9,15.2,0.027,22.4,23.0,True
7.0,0.7,15.6,11.7,0.035,40.1,15.6,True
6.68,0.3,17.4,22.4,0.018,16.6,27.8,True
7.34,0.54,10.8,25.0,0.022,27.0,30.9,True
7.0,0.29,15.1,15.9,0.021,29.3,35.7,True
7.03,0.31,11.7,10.4,0.037,11.9,42.6,True
7.33,0.2,17.3,18.9,0.007,27.8,58.6,True
7.06,0.88,18.7,10.3,0.018,42.8,32.9,True
7.65,0.72,12.0,8.3,0.022,41.5,38.8,True
4.63,3.61,55.9,60.9,1.027,160.9,197.6,False
8.61,4.35,64.2,79.1,0.837,285.7,388.3,False
6.74,0.61,21.9,18.7,0.014,25.2,25.8,True
4.83,3.18,49.4,72.0,1.872,284.1,354.4,False
6.57,0.37,19.8,12.6,0.025,31.3,39.8,True
4.64,2.55,51.5,66.3,0.54,250.7,377.1,False
7.44,0.41,17.7,22.6,0.031,43.4,42.5,True
7.23,0.52,11.4,20.6,0.021,39.8,50.7,True
7.31,0.82,17.8,16.6,0.025,24.1,36.4,True
7.29,0.62,15.1,15.0,0.032,34.5,18.8,True
7.08,0.29,16.6,23.6,0.01,16.2,33.4,True
6.63,0.53,17.0,5.7,0.008,16.7,52.4,True
6.9,0.65,19.6,5.0,0.018,23.8,18.0,True
9.33,2.81,54.6,78.0,0.913,178.4,388.6,False
5.37,3.69,56.1,68.9,1.914,176.4,241.6,False
6.8,0.71,18.0,18.2,0.03,20.2,27.8,True
8.58,3.53,40.2,74.0,1.278,207.2,383.0,False
7.34,0.76,12.2,19.3,0.037,39.5,38.0,True
7.49,0.73,20.4,9.5,0.038,24.1,57.1,True
6.56,0.81,10.9,19.8,0.026,36.9,54.9,True
7.38,0.51,19.0,10.5,0.007,35.6,41.1,True
8.6,2.94,44.4,69.9,1.121,268.6,274.1,False
4.7,4.2,37.1,77.9,0.603,148.6,218.7,False
6.96,0.81,20.1,23.9,0.038,35.5,32.7,True
7.39,0.87,14.0,23.3,0.018,11.8,44.0,True
5.25,4.05,60.9,62.1,1.115,203.7,229.3,False
6.96,0.58,19.4,11.0,0.04,22.6,57.5,True
7.37,0.8,20.6,18.8,0.019,32.1,26.5,True
5.43,3.43,36.7,56.1,0.819,181.2,194.2,False
8.8,4.46,48.2,51.1,1.457,259.1,372.5,False
7.13,0.86,10.3,23.7,0.005,21.2,51.1,True
7.26,0.9,13.5,19.9,0.027,18.3,48.5,True
6.63,0.35,19.4,16.2,0.016,36.4,33.3,True
6.71,0.59,11.5,5.5,0.018,40.4,47.8,True
4.72,2.82,37.8,64.4,1.718,250.7,374.7,False
7.12,0.34,19.2,14.6,0.013,36.2,18.9,True
9.01,3.52,58.0,65.7,1.223,193.9,195.4,False
9.63,3.02,60.4,89.8,0.782,237.1,243.7,False
7.57,0.25,19.1,20.1,0.013,44.6,16.8,True
5.25,3.57,63.0,85.9,0.845,156.7,279.8,False
7.34,0.65,17.2,7.6,0.022,13.5,28.9,True
5.33,3.46,49.5,89.7,1.097,268.3,323.1,False
6.66,0.62,16.3,22.3,0.033,22.4,18.0,True
6.91,0.31,10.8,17.0,0.02,21.5,17.0,True
4.93,3.5,55.4,64.6,0.517,226.4,363.3,False
7.29,0.68,12.1,7.9,0.039,27.7,51.8,True
5.26,3.5,60.5,69.3,0.606,202.5,277.1,False
6.92,0.76,17.7,17.6,0.015,38.0,39.1,True
5.15,3.46,58.3,53.1,1.81,275.8,303.8,False
6.77,0.48,21.5,13.1,0.022,16.8,33.0,True
5.4,3.6,52.1,65.9,0.824,202.1,360.8,False
8.54,2.93,39.6,82.0,1.909,257.7,364.0,False
6.93,0.76,19.9,23.0,0.026,19.4,44.4,True
6.78,0.89,11.7,18.7,0.034,25.2,48.1,True
7.5,0.78,19.1,7.5,0.03,34.2,18.3,True
6.88,0.59,21.8,21.3,0.006,25.5,41.5,True
6.82,0.74,18.6,24.6,0.032,32.5,40.1,True
6.66,0.65,16.1,12.2,0.031,21.9,47.3,True
8.99,4.19,47.1,61.7,1.973,222.2,206.6,False
5.7,3.33,37.7,88.0,0.967,162.3,236.5,False
7.56,0.71,12.0,24.5,0.011,18.6,46.5,True
5.11,2.67,56.1,52.5,1.518,298.1,362.6,False
6.82,0.23,12.3,16.5,0.027,30.6,18.5,True
5.29,2.22,50.4,78.1,1.093,185.7,331.0,False
9.15,2.28,63.8,80.7,1.755,290.4,374.0,False
7.21,0.82,13.0,17.5,0.012,42.7,39.8,True
7.23,0.86,11.3,21.4,0.014,10.9,33.0,True
7.6,0.45,11.3,18.1,0.017,27.9,33.9,True
7.1,0.68,21.8,14.3,0.03,41.9,48.1,True
8.93,3.83,38.8,81.8,1.54,183.2,369.3,False
7.26,0.68,19.5,20.2,0.009,44.6,34.7,True
7.0,0.69,21.5,24.0,0.033,19.3,29.4,True
7.06,0.28,20.1,16.9,0.024,22.9,52.1,True
7.22,0.34,21.1,24.0,0.024,22.3,55.8,True
6.78,0.68,13.7,21.7,0.032,37.1,40.9,True
7.45,0.8,10.7,9.4,0.012,16.1,46.6,True
6.68,0.52,11.6,23.5,0.023,25.2,28.4,True
7.62,0.6,10.5,23.1,0.021,26.5,45.5,True
6.98,0.89,11.0,13.3,0.007,10.1,56.7,True
7.08,0.7,14.5,6.0,0.006,20.4,53.6,True
7.74,0.75,12.5,18.8,0.011,10.6,49.6,True
7.09,0.55,11.9,23.6,0.036,23.1,18.0,True
6.82,0.34,11.8,14.5,0.038,17.7,39.4,True
6.53,0.87,14.4,10.3,0.037,27.9,48.3,True
7.0,0.69,20.6,5.7,0.029,17.8,19.9,True
7.47,0.73,18.8,10.4,0.015,20.5,42.4,True
7.54,0.79,16.8,14.9,0.015,26.4,15.5,True
7.03,0.58,19.4,5.9,0.018,17.0,44.8,True
6.62,0.54,20.8,20.9,0.022,26.9,24.5,True
6.7,0.75,18.9,15.7,0.02,21.4,34.5,True
8.59,2.57,47.5,74.2,0.722,146.5,286.8,False
7.52,0.4,18.0,21.9,0.012,23.2,17.5,True
7.03,0.63,10.8,21.4,0.005,41.6,40.3,True
7.8,0.76,14.9,7.5,0.027,33.8,15.6,True
7.08,0.58,18.0,6.8,0.024,19.3,43.5,True
7.55,0.43,17.5,24.8,0.032,23.6,25.6,True
5.67,4.07,36.3,53.8,1.966,170.2,399.6,False
7.09,0.61,18.6,8.9,0.027,21.2,42.8,True
8.37,4.05,36.5,83.0,1.531,291.9,384.4,False
7.5,0.76,20.2,22.6,0.008,43.2,50.7,True
7.28,0.5,17.5,7.9,0.027,22.4,49.1,True
7.41,0.2,13.7,6.9,0.028,37.6,31.5,True
7.72,0.32,16.7,10.0,0.019,36.0,27.5,True
7.07,0.38,15.7,11.1,0.036,34.1,34.2,True
7.09,0.5,15.9,9.0,0.032,42.0,59.9,True
6.9,0.77,15.8,7.8,0.033,22.0,43.6,True
7.74,0.73,10.2,18.0,0.017,31.4,34.7,True
7.32,0.33,16.4,19.9,0.033,29.0,24.4,True
7.4,0.86,15.0,8.1,0.014,14.4,56.7,True
6.62,0.24,11.2,7.3,0.02,43.3,54.5,True
7.2,0.64,19.3,16.3,0.023,12.6,30.9,True
6.68,0.59,14.1,7.9,0.029,29.9,21.8,True
7.58,0.31,14.7,20.0,0.013,20.3,51.8,True
6.83,0.44,11.1,24.2,0.032,20.6,32.3,True
4.66,3.83,50.4,77.0,1.06,196.1,208.1,False
6.65,0.52,14.9,11.4,0.009,43.0,41.2,True
7.01,0.25,21.0,9.6,0.011,36.0,18.2,True
5.49,3.42,61.2,59.6,1.742,179.5,377.9,False
6.51,0.86,15.1,12.5,0.012,42.0,44.2,True
4.71,2.91,43.8,70.0,0.993,240.9,206.1,False
7.54,0.67,14.7,15.2,0.014,35.3,44.7,True
7.73,0.34,17.5,23.5,0.031,14.8,32.4,True
7.77,0.73,12.0,14.3,0.027,34.4,55.6,True
7.21,0.57,20.9,16.4,0.035,13.5,33.3,True
7.02,0.74,13.2,13.4,0.026,31.9,52.2,True
6.78,0.3,14.4,5.3,0.039,20.0,15.2,True
6.55,0.27,15.1,18.1,0.007,37.9,39.8,True
7.17,0.46,13.5,5.9,0.03,33.1,26.2,True
7.45,0.52,20.2,9.6,0.009,24.7,56.5,True
8.65,3.5,58.9,71.9,1.941,212.6,368.8,False
7.68,0.36,12.4,16.7,0.027,39.9,48.3,True
5.33,2.29,36.8,62.7,0.772,185.8,204.0,False
6.52,0.3,19.6,18.6,0.015,40.5,52.5,True
6.63,0.76,15.1,11.3,0.032,19.5,30.6,True
7.74,0.25,11.8,17.5,0.038,39.6,56.9,True
6.77,0.47,21.2,6.9,0.012,38.6,49.2,True
7.23,0.77,18.8,18.5,0.018,28.3,58.5,True
6.8,0.85,12.7,23.8,0.01,22.2,34.6,True
7.49,0.61,16.5,17.3,0.011,33.4,26.0,True
7.43,0.31,16.0,13.7,0.039,42.5,35.5,True
6.53,0.48,17.6,10.1,0.018,29.5,30.2,True
4.6,3.5,46.1,84.7,1.642,164.3,374.6,False
7.13,0.36,18.1,24.6,0.033,19.6,25.2,True
6.73,0.29,19.6,11.6,0.024,28.7,52.6,True
7.48,0.38,20.3,17.9,0.034,19.0,59.5,True
6.66,0.67,12.0,11.3,0.01,13.7,38.0,True
8.81,3.22,46.4,81.5,1.564,153.8,325.0,False
5.24,2.67,47.7,77.6,0.91,186.0,343.6,False
5.14,2.8,62.0,51.2,1.077,142.0,218.8,False
7.7,0.38,19.2,22.0,0.033,37.6,48.7,True
6.96,0.85,20.7,7.2,0.036,34.2,54.1,True
6.78,0.79,11.2,9.4,0.02,42.2,37.9,True
7.41,0.77,14.0,22.7,0.013,18.8,46.7,True
5.17,3.66,59.5,51.4,1.436,284.2,259.2,False
7.42,0.42,17.7,23.1,0.008,24.9,52.4,True
7.61,0.58,15.0,16.5,0.027,35.0,41.7,True
9.49,2.75,45.8,85.8,0.953,183.7,215.6,False
7.5,0.62,14.1,5.4,0.006,28.9,35.2,True
7.71,0.57,10.6,17.4,0.032,23.2,39.2,True
5.28,4.36,48.4,54.8,1.854,229.6,198.5,False
5.57,3.85,35.7,81.2,0.815,259.5,397.0,False
6.87,0.38,18.2,9.3,0.025,26.6,51.8,True
7.42,0.65,20.8,18.9,0.015,37.4,36.8,True
5.68,2.33,64.5,53.0,1.82,144.3,333.2,False
4.51,2.89,38.8,57.2,0.78,173.7,356.7,False
9.52,3.12,51.5,78.8,1.146,237.3,339.4,False
9.57,3.17,56.0,56.9,0.808,157.6,307.8,False
6.77,0.63,16.1,15.9,0.035,19.5,56.0,True
7.2,0.46,12.0,12.5,0.019,24.6,27.7,True
9.13,3.43,47.8,84.0,1.884,229.5,236.2,False
5.52,3.77,49.6,60.7,1.736,142.6,335.4,False
6.54,0.87,20.9,16.7,0.04,41.5,49.1,True
4.98,3.04,42.7,56.6,1.779,287.4,390.4,False
7.73,0.41,11.7,9.3,0.012,18.2,24.5,True
7.49,0.72,14.5,20.2,0.027,40.2,22.4,True
7.58,0.53,21.9,22.8,0.035,30.7,22.8,True
7.33,0.7,21.2,6.5,0.019,41.4,46.7,True
7.59,0.82,10.6,17.9,0.037,41.7,59.5,True
4.75,2.21,62.2,68.9,0.916,291.0,307.8,False
7.67,0.85,17.7,8.4,0.037,40.1,33.6,True
6.71,0.55,13.5,16.5,0.025,11.5,20.7,True
7.19,0.45,12.0,13.6,0.027,31.1,54.9,True
7.31,0.85,14.6,24.7,0.022,26.8,23.9,True
6.85,0.54,12.6,7.8,0.025,44.8,41.6,True
7.21,0.89,18.4,24.5,0.036,44.7,54.3,True
6.62,0.6,12.4,16.6,0.032,30.6,21.7,True
7.15,0.5,13.2,20.3,0.037,18.1,43.0,True
7.34,0.42,15.5,15.7,0.04,40.0,39.7,True
7.05,0.41,19.1,12.7,0.022,31.2,53.3,True
7.6,0.82,12.6,22.1,0.006,33.8,58.4,True
7.76,0.84,13.5,18.2,0.015,24.3,44.9,True
7.29,0.51,19.4,18.5,0.038,12.1,16.1,True
6.68,0.84,21.7,10.7,0.025,24.9,45.5,True
7.51,0.53,17.5,7.0,0.036,31.3,26.7,True
6.91,0.55,16.5,22.8,0.03,19.1,52.9,True
7.66,0.78,14.1,11.1,0.006,22.9,20.4,True
6.93,0.79,16.0,13.5,0.026,44.7,19.2,True
7.04,0.63,11.9,16.8,0.032,40.3,57.6,True
7.52,0.22,19.3,15.1,0.031,27.7,38.0,True
7.32,0.51,16.0,17.5,0.039,30.3,46.4,True
7.15,0.46,10.6,5.4,0.018,26.7,60.0,True
6.73,0.72,15.7,19.8,0.012,37.2,18.6,True
6.5,0.54,14.1,15.7,0.037,31.8,35.4,True
9.38,3.11,64.0,75.9,1.524,183.2,259.3,False
6.96,0.25,12.9,22.2,0.04,21.6,18.2,True
5.44,3.26,46.6,85.1,1.56,267.1,395.3,False
7.06,0.21,14.5,22.2,0.023,32.7,55.7,True
5.62,3.49,44.8,53.7,1.31,208.4,199.0,False
5.21,2.99,57.7,51.6,1.74,276.1,307.2,False
7.5,0.62,20.0,23.4,0.016,42.8,51.1,True
7.38,0.76,17.7,13.3,0.021,43.9,34.4,True
4.95,2.74,37.4,52.2,1.504,212.5,323.1,False
7.72,0.57,18.3,6.9,0.019,31.3,44.2,True
7.36,0.39,11.4,22.2,0.028,36.9,57.6,True
5.72,4.01,48.7,58.2,0.794,154.4,336.1,False
7.25,0.28,18.8,22.3,0.012,34.7,58.1,True
7.52,0.74,16.8,5.4,0.01,16.6,43.5,True
7.47,0.25,13.3,9.0,0.025,31.1,47.9,True
7.79,0.67,21.5,16.2,0.013,12.4,53.3,True
5.44,2.95,38.8,54.2,1.434,271.3,367.2,False
5.45,3.12,46.5,70.6,1.029,151.3,327.1,False
6.8,0.73,16.3,22.5,0.011,42.2,37.4,True
6.52,0.44,18.4,14.6,0.026,33.8,35.5,True
6.51,0.62,14.9,17.4,0.011,12.3,49.4,True
7.63,0.28,17.1,7.9,0.033,37.0,49.3,True
6.76,0.2,18.1,11.1,0.029,17.7,25.6,True
5.22,3.55,50.4,57.2,1.956,270.9,380.2,False
5.68,2.55,62.9,81.1,1.578,179.0,302.5,False
5.48,2.37,42.7,56.7,0.597,272.4,208.6,False
6.75,0.55,10.0,13.6,0.032,35.4,37.8,True
5.68,3.26,47.0,54.5,0.503,179.4,206.3,False
6.73,0.43,16.5,12.2,0.01,19.1,19.0,True
5.6,3.69,62.4,56.3,1.028,185.8,218.7,False
9.45,3.72,51.6,83.0,1.999,212.1,287.9,False
6.69,0.75,10.1,5.0,0.04,11.4,23.5,True
6.61,0.43,12.2,8.9,0.029,41.7,22.7,True
8.85,2.57,47.1,55.9,1.408,266.1,278.5,False
7.04,0.54,17.5,22.6,0.009,13.1,54.5,True
6.75,0.57,18.5,16.3,0.028,27.0,20.4,True
7.67,0.55,20.0,14.2,0.007,25.1,59.5,True
6.92,0.45,21.3,14.8,0.022,34.7,49.9,True
5.12,3.1,50.8,79.6,0.813,243.7,269.1,False
7.43,0.49,11.9,14.1,0.011,28.2,39.1,True
6.79,0.59,10.5,14.9,0.032,17.1,30.6,True
7.72,0.44,11.3,22.7,0.03,38.4,49.9,True
7.0,0.33,15.4,10.3,0.006,19.7,37.7,True
9.16,4.19,57.3,84.4,1.181,177.2,317.6,False
5.01,4.22,51.3,59.2,1.311,276.7,339.3,False
6.92,0.88,19.4,6.8,0.008,39.0,18.2,True
6.78,0.79,14.0,16.8,0.014,42.3,49.8,True
5.22,3.56,44.6,59.9,1.329,293.2,243.1,False
7.33,0.39,11.1,13.9,0.007,12.6,32.2,True
7.11,0.25,20.3,6.0,0.036,39.6,53.2,True
7.77,0.46,10.1,19.0,0.017,30.8,15.4,True
7.05,0.59,19.2,23.5,0.035,18.2,35.1,True
7.12,0.79,13.9,6.3,0.005,12.9,35.0,True
7.57,0.46,19.0,5.4,0.019,43.1,52.3,True
7.33,0.52,15.2,12.4,0.026,45.0,50.8,True
7.72,0.88,20.1,15.9,0.005,36.4,25.1,True
7.59,0.7,18.1,11.3,0.014,39.5,28.1,True
5.17,3.46,42.6,68.4,1.252,164.2,224.4,False
6.77,0.79,11.5,8.1,0.038,14.8,34.2,True
7.74,0.46,14.5,6.7,0.024,13.9,20.7,True
7.03,0.9,17.0,14.2,0.03,21.1,58.1,True
7.42,0.76,16.6,19.7,0.02,41.4,20.5,True
6.9,0.6,11.9,18.5,0.023,10.6,56.2,True
6.92,0.73,17.9,13.6,0.012,31.0,17.1,True
4.61,3.76,38.7,84.0,0.952,239.4,281.9,False
7.61,0.52,20.4,16.7,0.026,26.4,58.1,True
9.3,4.0,52.8,58.0,0.993,243.6,302.0,False
6.89,0.79,11.8,7.0,0.031,38.5,51.6,True
7.61,0.35,16.6,15.5,0.038,13.9,35.0,True
7.44,0.57,11.0,22.0,0.022,10.6,20.3,True
7.2,0.24,11.7,6.6,0.025,15.1,20.9,True
6.8,0.88,10.4,10.4,0.006,32.4,58.0,True
7.16,0.3,16.8,13.8,0.022,35.9,55.1,True
7.23,0.75,16.8,21.2,0.031,41.3,53.4,True
7.44,0.5,19.5,17.8,0.016,18.2,42.2,True
7.79,0.46,19.9,11.8,0.019,26.8,39.7,True
7.01,0.7,10.1,20.4,0.01,38.3,56.3,True
6.76,0.21,11.3,9.7,0.03,44.7,30.8,True
8.43,3.14,62.3,67.7,1.987,271.4,352.3,False
7.43,0.87,11.1,7.4,0.013,22.6,15.2,True
6.76,0.75,16.8,16.3,0.017,35.2,39.2,True
6.54,0.4,10.9,19.4,0.037,26.0,30.4,True
6.75,0.58,21.4,13.3,0.012,35.1,45.9,True
7.28,0.78,17.7,16.6,0.027,27.0,27.5,True
7.05,0.26,21.1,10.3,0.032,13.9,47.9,True
7.22,0.56,12.5,6.8,0.006,10.3,39.0,True
6.65,0.59,18.8,11.4,0.02,19.7,55.4,True
7.32,0.43,10.8,22.4,0.022,44.0,56.2,True
7.33,0.53,13.3,9.7,0.026,43.8,42.7,True
6.86,0.6,14.6,16.7,0.012,36.7,36.9,True
7.4,0.25,16.2,16.0,0.029,20.5,44.1,True
7.32,0.88,11.5,17.7,0.022,31.9,21.0,True
7.19,0.53,14.5,14.3,0.008,37.5,43.5,True
6.72,0.21,19.2,18.1,0.006,22.1,20.4,True
7.61,0.82,13.1,11.6,0.01,11.7,57.2,True
7.57,0.54,13.0,13.0,0.037,35.1,25.9,True
5.12,3.1,50.2,65.3,1.657,292.4,297.8,False
7.1,0.39,21.1,24.8,0.029,43.1,28.8,True
7.41,0.21,13.3,17.1,0.023,42.1,50.0,True
6.88,0.78,10.3,17.6,0.023,21.1,54.7,True
5.62,3.37,52.8,86.3,1.978,256.8,398.9,False
7.6,0.37,14.7,6.2,0.028,22.2,37.5,True
7.64,0.37,16.8,17.0,0.04,28.4,38.4,True
9.33,3.09,40.5,75.2,0.643,239.0,244.4,False
9.06,3.12,36.5,87.2,1.441,245.8,302.6,False
