Azot,Fosfor,Potasyum,pH,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi,Yagis_Miktar_mm,Sicaklik_Ort,SulamaYapildiMi,Gubreleme_TamMi,Gecmis_Verim_kg
68.8,35.5,367.1,6.18,3.51,0.18,MilliTinli,Havuc,337.3,18.2,1,1,2258
68.0,35.9,205.8,7.03,3.22,0.23,KumluTinli,Cilek,891.9,15.2,0,1,3480
53.5,39.3,237.0,7.07,3.18,0.42,Killi,Soya,495.4,14.1,1,1,5432
56.3,33.0,247.5,6.82,2.48,0.3,KilliTinli,Uzum,532.8,18.9,1,0,2944
32.5,16.7,178.6,6.58,1.28,0.41,MilliTinli,Misir,440.5,10.3,0,1,306
66.1,21.8,243.2,7.35,2.46,0.39,Tinli,Portakal,594.4,16.1,0,1,3155
59.7,30.6,295.4,5.85,2.92,0.2,KilliTinli,Cilek,557.7,19.6,1,1,3600
40.4,23.2,263.1,6.7,2.42,0.17,KilliTinli,Cilek,693.7,17.0,1,1,3467
35.0,34.7,205.5,7.32,2.08,0.49,Tinli,Bezelye,534.7,13.5,0,1,296
46.3,25.2,193.2,6.93,1.24,0.32,Killi,Celtik,392.4,13.8,1,1,701
69.1,34.6,231.1,6.54,2.75,0.25,Tinli,Safran,542.7,12.4,1,1,3487
84.9,44.2,317.5,6.86,2.61,0.36,TinliKumlu,Prasa,442.3,24.4,1,1,2104
66.6,22.2,248.3,7.1,3.2,0.36,KumluTinli,Biberiye,500.3,19.8,1,1,3477
56.5,41.5,242.0,7.65,2.48,0.7,Killi,Aycicegi,673.3,14.4,1,1,5404
52.0,20.2,197.5,6.94,1.32,1.2,MilliTinli,Yulaf,506.1,11.1,1,1,616
52.0,29.4,230.8,7.12,1.32,1.02,MilliTinli,Burçak,417.2,12.5,0,1,286
65.6,42.0,187.4,6.46,2.95,0.28,KilliTinli,Limon,633.8,12.7,1,1,3259
40.8,28.7,210.6,7.26,2.21,0.53,Tinli,Bezelye,503.0,10.7,1,1,664
50.0,28.7,189.3,7.69,1.74,0.52,MilliTinli,Misir,442.3,13.0,0,0,288
97.2,44.7,313.6,6.35,2.8,0.49,MilliTinli,Roka,384.2,21.1,1,1,2031
67.9,48.0,373.5,6.92,3.25,0.27,TinliKumlu,Hiyar,483.7,21.5,1,1,5619
42.8,18.0,165.1,7.21,1.95,0.94,MilliTinli,Arpa,320.2,11.9,0,1,293
46.3,35.2,225.4,6.28,2.96,0.38,KilliTinli,Mandalina,729.3,16.8,1,1,3441
79.0,26.2,208.5,6.6,3.68,0.13,Tinli,AntepFistigi,561.5,15.1,1,1,3606
56.6,45.0,202.4,6.41,3.17,0.39,KumluTinli,Yonca,838.9,16.4,0,1,3418
52.9,28.2,299.8,7.48,3.04,0.37,AgirKilli,Kenevir,615.9,20.8,1,1,5625
65.1,46.4,321.6,7.03,3.44,0.23,KumluTinli,Marul,347.9,23.4,1,1,2083
44.7,24.5,275.8,6.44,2.89,0.37,KilliTinli,Portakal,766.2,14.3,1,1,3369
81.4,55.0,263.0,6.25,2.85,0.35,KumluTinli,Marul,436.6,23.0,1,1,2151
59.9,36.1,193.7,7.03,3.87,0.4,KumluTinli,MeyanKoku,574.7,17.3,0,1,3401
62.4,37.3,206.4,7.14,2.65,0.24,KilliTinli,Papatya,767.4,12.8,1,1,3286
55.4,35.5,204.1,6.07,2.81,0.39,KumluTinli,Incir,859.4,17.0,0,1,3194
74.2,37.1,228.5,6.45,2.62,0.12,KilliTinli,Anason,661.5,14.5,1,1,3272
41.8,25.0,182.4,6.75,2.21,1.05,Tinli,Mercimek,418.8,12.3,0,1,295
96.6,48.3,273.5,6.17,3.12,0.46,MilliTinli,Hiyar,284.1,23.7,1,1,5262
45.1,32.8,284.6,7.2,3.61,0.13,KilliTinli,Cay,508.1,15.9,1,1,3402
99.5,64.0,259.4,6.68,3.77,0.21,KumluTinli,Marul,343.1,18.7,1,1,2061
79.6,42.5,254.8,7.48,2.94,0.31,Tinli,Findik,729.3,17.5,0,1,3275
56.2,25.0,287.7,5.51,3.43,0.2,KilliTinli,Nar,755.0,16.2,1,1,3693
41.7,29.7,291.0,6.99,3.78,0.4,KumluTinli,Safran,854.8,12.8,1,1,3463
74.0,37.7,245.7,7.43,2.83,0.34,KumluTinli,Armut,652.0,15.7,1,1,3576
54.6,28.9,291.6,6.86,3.21,0.36,Killi,Susam,409.4,14.3,1,1,5633
75.5,30.4,214.7,7.3,2.76,0.26,KilliTinli,Anason,752.2,18.1,1,1,3256
62.5,53.7,243.4,6.94,2.89,0.12,KumluTinli,Kavun,351.6,24.4,1,1,5271
59.6,36.1,291.1,7.36,2.45,0.11,KumluTinli,AdaCayi,795.9,15.8,1,1,3211
56.1,42.7,233.4,5.94,3.85,0.36,KumluTinli,Findik,833.2,15.1,0,1,3593
100.6,62.0,372.4,6.54,2.7,0.4,TinliKumlu,Hiyar,444.9,19.0,1,1,5462
101.4,62.6,322.7,6.88,4.05,0.19,MilliTinli,TazeSogan,407.7,22.8,1,1,2259
64.0,29.4,255.9,5.92,3.12,0.11,Tinli,Incir,573.8,17.6,1,1,3579
53.4,28.0,237.1,6.8,2.67,0.39,KumluTinli,Ayva,861.6,13.5,1,1,3271
66.1,32.1,240.6,6.71,2.69,0.21,KilliTinli,Limon,547.2,13.5,1,1,3417
95.9,51.2,331.5,7.16,3.43,0.16,KumluTinli,Ispanak,405.7,20.6,1,1,2223
50.1,27.5,200.9,6.57,1.74,1.14,Tinli,Misir,311.3,14.0,1,1,648
85.6,41.4,236.8,7.03,2.81,0.35,AgirKilli,Pamuk,515.1,19.7,1,1,396
58.7,30.1,219.2,7.33,2.64,0.32,KumluTinli,AdaCayi,818.0,18.2,1,1,3378
71.0,42.4,199.4,7.42,3.29,0.24,Tinli,Safran,687.2,18.9,1,0,2982
49.1,29.2,269.2,7.27,3.16,0.2,KumluTinli,Erik,783.0,18.4,0,1,3610
108.2,64.5,328.2,6.55,4.25,0.38,KumluTinli,Ispanak,340.9,19.5,1,1,2289
78.9,26.6,297.4,6.95,2.32,0.6,Killi,YerFistigi,661.7,17.1,1,0,4244
73.8,24.0,181.6,5.67,3.55,0.1,KilliTinli,Kimyon,771.6,19.6,0,1,3538
58.2,36.4,233.6,6.91,2.55,0.31,Tinli,Muz,783.3,19.7,1,1,3287
46.5,38.1,295.8,7.13,2.09,0.35,KilliTinli,Uzum,759.4,14.5,1,1,3339
67.1,24.2,196.2,6.24,3.3,0.29,Tinli,Rezene,683.5,19.1,1,1,3702
42.8,27.2,269.4,6.16,3.44,0.25,KilliTinli,Findik,707.7,15.6,0,1,3434
72.3,44.9,293.2,7.14,3.98,0.26,Tinli,Mandalina,501.0,15.8,0,1,3830
40.1,22.7,164.8,7.63,1.89,0.65,MilliTinli,Fasulye,513.7,11.4,0,1,296
42.0,34.1,245.2,7.04,3.12,0.38,Tinli,Badem,874.9,18.3,1,1,3341
43.2,27.1,204.2,6.12,2.51,0.18,KilliTinli,Visne,635.8,19.5,0,1,3536
52.2,43.6,247.5,6.87,2.82,0.32,Tinli,Pamuk,692.2,18.7,1,1,414
64.2,27.3,238.9,7.06,3.33,0.39,KilliTinli,Kayisi,774.5,13.1,1,0,3044
42.5,23.8,251.7,6.03,3.89,0.2,KilliTinli,Kusburnu,768.8,13.3,0,1,3683
76.0,30.4,285.5,7.32,3.12,0.56,Tinli,Kanola,523.9,14.3,0,1,5260
62.3,28.6,236.8,7.96,3.46,0.55,Tinli,Kanola,502.0,18.6,1,1,5686
65.3,31.8,205.5,5.62,2.97,0.4,Tinli,Korunga,796.0,18.8,1,1,3237
69.7,43.1,309.9,7.04,2.19,0.48,Killi,Keten,565.7,20.4,1,0,4527
53.6,47.4,249.2,6.9,2.22,0.63,AgirKilli,SekerPancari,616.4,16.1,1,1,5295
108.3,60.0,245.0,6.17,2.98,0.25,KumluTinli,Hiyar,340.8,25.7,1,1,5226
76.3,28.4,208.1,5.78,2.77,0.14,KilliTinli,AntepFistigi,720.1,18.3,1,1,3429
51.6,32.6,296.4,6.3,2.62,0.26,KilliTinli,Kekik,799.6,19.5,1,0,3051
51.1,27.1,225.2,6.84,3.48,0.21,KilliTinli,Korunga,526.9,19.4,1,0,3337
58.0,44.7,217.9,7.89,2.74,0.69,Killi,Tütün,490.7,21.6,1,1,5438
101.0,46.8,373.0,7.14,3.73,0.31,TinliKumlu,Turp,420.4,25.8,1,1,2218
43.3,24.0,187.4,7.21,1.75,0.39,Tinli,Nohut,513.3,11.4,0,1,330
40.2,38.6,220.9,6.84,3.35,0.32,Tinli,Salep,533.9,18.0,1,1,3250
49.1,40.9,277.5,5.89,3.11,0.13,Tinli,Nane,600.7,12.9,1,0,3037
68.9,36.2,269.4,6.0,3.79,0.25,KilliTinli,Salep,745.2,16.5,1,1,3621
44.6,31.6,214.7,6.29,2.18,0.13,Tinli,Armut,773.2,17.7,1,1,3134
71.3,30.5,263.3,7.47,3.01,0.25,Tinli,Erik,665.4,15.9,1,1,3411
73.9,30.4,256.5,6.28,3.25,0.39,KumluTinli,AdaCayi,623.0,16.3,1,1,3263
44.2,37.9,243.6,6.48,3.74,0.2,KumluTinli,Ceviz,551.6,17.9,1,1,3738
60.7,26.9,181.4,6.25,2.05,0.32,Tinli,Safran,693.5,14.3,1,1,3046
103.3,50.9,370.9,6.52,4.36,0.28,KumluTinli,Biber,330.8,25.2,1,1,2222
64.8,43.7,222.6,7.44,3.07,0.18,KilliTinli,Muz,872.7,15.4,1,1,3541
74.8,33.7,294.0,7.08,3.89,0.15,KilliTinli,Nar,864.7,19.7,0,1,3576
89.2,40.2,205.3,7.27,3.42,0.31,AgirKilli,YerFistigi,635.7,15.8,1,1,5771
99.0,45.0,341.7,6.9,3.92,0.37,MilliTinli,Prasa,332.8,19.9,1,1,2276
55.9,37.5,217.6,5.71,3.28,0.18,KumluTinli,Safran,831.8,14.1,1,1,3450
52.4,30.8,196.9,7.63,2.27,0.46,Tinli,Nohut,377.0,11.1,0,1,304
71.5,22.5,229.2,6.22,2.04,0.19,Tinli,Cilek,813.1,13.9,0,1,3216
107.3,53.8,337.5,6.37,3.45,0.14,MilliTinli,Patlican,397.4,25.9,1,1,2017
50.8,27.9,188.2,7.43,2.11,1.2,Killi,Cavdar,501.2,12.9,0,0,249
73.0,49.1,345.9,6.0,2.96,0.34,TinliKumlu,Hiyar,470.7,23.5,1,1,5449
74.3,30.7,213.5,6.59,3.67,0.38,KilliTinli,YemSalgamı,538.1,19.3,1,1,3424
54.1,37.5,228.8,5.61,2.35,0.2,Tinli,Portakal,664.5,16.3,0,1,3304
88.5,40.6,319.8,7.58,2.84,0.25,AgirKilli,Soya,628.7,21.2,1,1,5037
68.2,35.9,272.3,6.86,2.23,0.71,AgirKilli,Aycicegi,442.8,21.1,1,1,5199
60.2,41.6,254.6,5.99,2.81,0.35,KumluTinli,Nane,709.6,13.7,0,1,3150
78.8,26.2,258.0,7.64,2.53,0.37,AgirKilli,Susam,611.5,15.7,1,1,5340
79.3,44.6,202.6,5.86,3.04,0.24,KilliTinli,Zeytin,797.0,15.7,1,1,3294
50.5,34.0,216.8,7.44,2.02,1.15,Killi,Cavdar,460.8,13.5,1,1,664
62.5,38.1,258.0,5.62,3.82,0.31,KilliTinli,Seftali,795.3,14.9,0,1,3808
74.2,43.1,292.8,7.07,3.73,0.48,TinliKumlu,Kereviz,387.2,20.4,1,1,2080
101.7,36.3,291.3,7.12,4.37,0.32,TinliKumlu,Maydanoz,435.7,25.9,1,1,2296
59.0,43.4,226.4,6.85,2.87,0.37,KumluTinli,OglanOtu,621.2,19.9,1,1,3505
76.6,34.6,248.2,6.61,2.54,0.21,Tinli,Erik,673.3,18.4,0,1,3127
50.5,36.9,231.9,6.86,3.35,0.17,KumluTinli,Uzum,894.9,14.7,0,1,3366
63.8,28.9,293.3,7.27,2.77,0.47,Tinli,Pamuk,554.2,14.8,1,1,370
62.5,33.3,238.6,5.74,2.54,0.32,KilliTinli,Safran,898.9,17.2,1,1,3467
47.7,40.9,189.4,7.06,3.5,0.29,KilliTinli,Papatya,794.7,12.3,1,1,3380
69.9,37.8,247.0,6.71,2.64,0.22,KilliTinli,Zeytin,654.1,14.9,1,1,3165
80.9,40.5,255.6,6.76,4.41,0.14,MilliTinli,Turp,487.6,22.1,1,1,2186
45.0,21.6,182.0,6.2,2.91,0.35,KilliTinli,Erik,748.0,18.2,1,1,3430
52.1,36.1,231.1,7.04,3.05,0.67,Tinli,Kanola,580.7,18.9,1,1,4949
81.0,40.8,361.3,6.82,3.07,0.21,KumluTinli,Biber,310.8,22.6,1,0,1902
69.8,40.6,233.3,5.67,3.25,0.16,KilliTinli,Biberiye,508.0,19.9,1,1,3390
26.7,33.9,206.5,7.0,2.09,1.11,Tinli,Misir,363.4,13.9,0,1,284
74.6,31.2,245.7,7.66,3.48,0.47,AgirKilli,Susam,437.4,16.6,1,1,5158
47.0,20.7,205.1,6.87,1.52,0.87,Tinli,Cavdar,489.9,13.4,1,1,624
53.0,28.7,239.4,6.19,2.6,0.29,Tinli,AdaCayi,578.0,19.2,1,1,3147
40.3,22.8,298.6,5.64,3.89,0.32,KilliTinli,Muz,897.9,16.4,1,1,3681
50.7,25.2,176.2,6.96,2.19,0.93,Killi,Mercimek,548.4,11.4,0,1,302
58.6,25.0,299.3,7.33,3.38,0.35,KilliTinli,Yonca,704.5,13.6,1,0,2954
54.6,37.7,255.1,6.9,3.06,0.26,KilliTinli,Armut,844.9,13.8,1,1,3405
65.0,23.2,276.8,6.46,3.3,0.38,KilliTinli,Kivi,819.6,19.1,0,1,3632
71.2,30.9,183.3,5.78,2.2,0.16,KilliTinli,Limon,503.2,18.4,0,1,3132
57.1,42.7,241.3,5.97,2.54,0.39,KilliTinli,Findik,812.3,14.2,1,1,3372
90.2,45.8,334.0,7.16,4.31,0.14,KumluTinli,Lahana,379.9,20.3,1,1,5950
29.6,17.1,201.7,7.69,2.1,1.04,MilliTinli,Fiğ,475.8,11.8,0,1,311
62.2,44.1,315.3,6.57,2.99,0.25,KumluTinli,Turp,278.0,23.8,1,1,2159
61.7,38.8,246.4,7.07,3.79,0.16,KilliTinli,Visne,666.3,12.1,0,1,3399
86.7,54.1,315.6,6.08,3.99,0.18,TinliKumlu,Sarımsak,441.2,24.7,1,1,2299
41.9,32.2,232.9,7.66,2.21,0.35,MilliTinli,Burçak,301.3,13.2,0,1,310
58.2,39.0,237.6,7.28,2.81,0.3,KilliTinli,Kekik,537.9,17.9,0,1,3437
75.7,42.4,270.6,5.51,2.54,0.17,KumluTinli,Cay,506.2,12.5,0,1,3526
64.7,36.9,237.9,5.54,3.96,0.36,KilliTinli,Findik,837.2,16.5,0,1,3826
46.5,26.7,230.6,6.71,2.98,0.13,KumluTinli,Armut,643.5,19.3,0,1,3329
64.5,44.7,297.0,7.18,2.22,0.37,KilliTinli,Nar,851.2,17.0,0,1,3224
81.8,53.9,274.4,6.84,3.81,0.21,MilliTinli,Tere,308.5,18.0,1,1,2218
42.6,17.6,175.1,6.66,2.07,0.9,Killi,Celtik,507.5,12.7,1,1,713
66.9,28.6,218.9,6.72,3.16,0.17,KilliTinli,Cilek,695.0,19.3,1,1,3691
47.1,29.9,287.6,7.29,2.38,0.28,KumluTinli,Anason,875.7,12.6,1,1,3283
85.0,40.7,303.4,7.09,3.28,0.14,MilliTinli,Maydanoz,305.9,25.2,1,1,2006
65.9,35.1,351.1,7.11,2.94,0.35,MilliTinli,Roka,317.1,21.2,1,0,1871
34.6,16.3,175.2,7.65,1.64,1.0,Killi,Celtik,323.9,11.7,0,1,278
71.6,37.3,217.4,6.93,3.73,0.16,KilliTinli,Zeytin,515.0,16.0,1,1,3771
46.4,23.5,231.0,7.5,2.16,0.98,Killi,Fiğ,449.1,13.3,0,1,302
70.8,31.0,194.9,6.79,2.11,0.12,KilliTinli,AdaCayi,512.0,18.7,1,1,3207
73.6,38.7,279.6,7.36,2.16,0.2,KumluTinli,Ayva,658.4,12.6,1,0,2713
84.0,28.9,253.5,7.84,2.64,0.65,Tinli,Susam,625.7,15.8,1,1,5344
26.9,29.3,196.0,6.59,2.17,1.06,Killi,Yulaf,313.3,12.5,1,1,675
64.6,35.4,207.4,5.51,2.67,0.26,Tinli,Ayva,851.9,13.3,0,1,3445
91.1,45.1,327.7,6.2,4.21,0.21,KumluTinli,Lahana,373.4,24.5,1,1,5490
103.7,62.8,338.4,6.89,3.15,0.18,TinliKumlu,Prasa,319.8,18.3,1,1,2074
73.8,20.9,192.4,6.64,2.4,0.12,KumluTinli,Mandalina,569.2,12.4,1,1,3549
78.8,50.4,249.5,7.11,3.87,0.24,MilliTinli,Lahana,459.5,25.4,1,1,5984
91.5,48.6,253.6,6.68,3.91,0.25,KumluTinli,TazeSogan,302.2,18.5,1,1,2303
63.5,35.7,217.8,6.99,2.68,0.37,KumluTinli,Uzum,840.0,19.9,0,1,3483
54.2,39.2,302.7,7.57,3.49,0.53,Killi,Aspir,660.7,16.7,1,1,5269
79.1,42.9,255.8,5.81,3.67,0.16,Tinli,Ceviz,608.7,14.9,1,1,3564
70.9,22.7,192.8,5.81,3.37,0.17,Tinli,Badem,646.8,16.7,1,1,3335
56.0,43.1,218.0,6.75,3.62,0.23,KilliTinli,Zeytin,633.0,12.0,1,1,3517
94.3,40.6,261.0,6.17,3.86,0.15,KumluTinli,Prasa,486.8,20.0,1,1,2039
59.9,42.4,219.5,7.37,2.03,0.55,Killi,Aycicegi,536.9,20.8,1,1,5105
49.5,26.4,290.2,7.37,3.95,0.38,KilliTinli,Safran,689.4,16.5,1,1,3566
47.4,41.2,290.9,6.44,2.08,0.37,KilliTinli,MeyanKoku,649.6,17.5,1,1,3228
64.2,43.3,269.9,6.9,3.1,0.22,KumluTinli,Muz,769.9,16.6,1,1,3638
44.6,37.8,224.7,6.14,2.94,0.26,KumluTinli,Findik,875.5,15.4,0,1,3181
78.5,42.3,312.1,6.65,3.85,0.2,MilliTinli,Kereviz,386.1,19.7,1,1,2206
50.5,43.6,254.5,6.04,2.86,0.23,Tinli,Uzum,586.2,18.9,0,1,3171
70.1,39.6,228.2,6.7,3.22,0.27,Tinli,Biberiye,856.9,19.1,0,1,3643
87.7,53.5,367.7,6.46,3.52,0.24,MilliTinli,TazeSogan,435.4,21.8,1,1,1985
94.2,56.1,256.9,6.49,3.46,0.26,MilliTinli,Patlican,408.5,18.8,1,1,1962
61.9,35.9,224.4,6.03,3.46,0.17,Tinli,Elma,676.1,16.8,0,1,3505
64.1,35.2,196.7,7.44,2.01,0.14,Tinli,Cilek,512.2,18.9,1,1,3021
79.5,42.0,218.9,6.0,2.96,0.24,KumluTinli,Kestane,829.3,18.7,1,0,3011
69.4,21.5,263.7,7.27,2.62,0.36,Tinli,Yonca,618.6,15.6,1,1,3223
58.1,37.3,255.5,7.0,2.46,0.74,AgirKilli,Susam,660.3,16.5,1,1,4955
79.8,29.8,193.5,6.45,2.46,0.3,KumluTinli,AdaCayi,836.9,14.8,1,0,3021
41.9,42.1,198.1,6.48,2.13,0.15,KilliTinli,Korunga,888.3,15.8,1,1,3492
54.8,22.0,238.2,6.04,2.21,0.14,KilliTinli,SiloMisiri,731.0,17.2,1,1,3318
60.2,56.3,241.8,6.06,2.52,0.41,MilliTinli,Biber,407.8,21.0,1,1,1891
105.1,62.8,243.2,6.09,3.83,0.14,TinliKumlu,Ispanak,343.1,25.8,1,1,2172
65.8,33.2,289.3,7.45,3.97,0.2,KumluTinli,OglanOtu,748.1,18.5,1,1,3579
59.9,40.5,209.1,5.54,3.52,0.25,KumluTinli,Muz,730.4,16.0,0,0,3325
93.6,39.5,334.4,6.33,3.63,0.12,MilliTinli,Turp,354.2,18.8,1,1,2005
74.3,21.1,295.7,6.95,2.69,0.17,KumluTinli,YemSalgamı,783.1,15.4,1,1,3360
52.2,21.5,246.8,5.76,2.22,0.35,Tinli,MeyanKoku,518.7,12.8,1,1,3376
53.2,25.1,293.4,7.2,2.95,0.49,AgirKilli,Susam,432.7,18.0,1,1,4976
42.2,26.2,227.7,7.61,1.84,0.33,MilliTinli,Burçak,516.4,13.7,1,1,682
70.2,40.7,293.6,6.66,3.55,0.15,MilliTinli,Sarımsak,419.0,19.7,1,1,2251
37.5,33.8,227.5,7.09,1.76,0.89,Killi,Bugday,310.3,12.4,1,1,647
47.6,21.1,185.6,5.91,3.81,0.39,Tinli,Kivi,546.8,16.6,0,1,3623
78.9,29.1,242.5,6.54,2.27,0.38,KilliTinli,OglanOtu,535.1,16.1,1,0,2953
73.7,49.5,317.9,7.67,2.57,0.34,AgirKilli,Soya,482.9,19.9,1,1,5342
46.0,29.9,201.2,7.13,2.25,0.16,KumluTinli,Zeytin,532.2,18.6,1,1,3094
38.5,17.4,230.3,7.18,1.64,0.97,Killi,Yulaf,352.8,10.0,1,1,686
60.3,44.9,330.0,6.48,3.54,0.43,TinliKumlu,Hiyar,261.7,25.0,1,0,5089
65.1,41.6,287.9,7.42,2.46,0.28,Tinli,Greyfurt,883.6,16.3,1,1,3170
67.2,50.5,337.3,6.35,2.69,0.2,KumluTinli,Sarımsak,480.0,25.1,1,0,1907
69.7,29.9,244.5,5.68,2.69,0.26,KumluTinli,Cay,673.6,18.3,0,1,3138
54.3,30.1,192.0,7.46,1.87,0.8,MilliTinli,Misir,403.6,11.9,0,1,287
29.4,26.4,187.1,6.73,1.78,0.88,Tinli,Fasulye,510.5,10.8,0,1,288
75.6,32.4,227.5,5.71,3.18,0.35,KumluTinli,Kekik,656.5,12.4,0,1,3485
76.0,42.1,228.4,7.42,3.4,0.27,KumluTinli,Kestane,500.4,18.1,1,1,3427
25.4,30.7,185.2,6.94,1.87,1.12,Tinli,Bugday,519.3,14.0,1,1,687
52.7,37.4,246.1,5.55,2.91,0.39,KilliTinli,Biberiye,734.6,18.1,0,1,3219
77.1,43.1,213.2,7.26,3.19,0.57,Tinli,Susam,618.0,20.2,1,1,5101
68.7,27.6,268.5,6.69,3.65,0.13,Tinli,Kayisi,744.0,15.5,1,1,3536
66.8,45.2,291.9,6.17,3.51,0.46,KumluTinli,Maydanoz,448.7,19.9,1,1,1950
78.6,35.9,273.0,6.5,2.64,0.38,Tinli,MeyanKoku,783.8,12.8,0,1,3306
43.9,27.0,276.9,5.81,3.58,0.3,Tinli,Badem,707.0,15.3,1,0,3015
60.7,25.4,310.3,7.64,3.11,0.33,Killi,Pamuk,494.8,19.5,1,0,359
53.1,23.7,179.1,7.73,1.92,0.96,Killi,Fiğ,457.3,10.1,1,1,674
25.2,23.0,172.5,7.58,2.24,1.02,Tinli,Bugday,311.7,11.4,1,1,703
43.8,29.1,197.8,7.7,1.99,0.37,MilliTinli,Yulaf,453.2,13.2,0,1,327
60.1,39.3,258.9,6.73,3.28,0.37,Tinli,Kiraz,696.4,19.3,1,1,3203
61.8,28.3,206.4,6.35,3.68,0.23,KilliTinli,Safran,655.5,14.6,1,1,3673
66.1,41.0,312.0,6.72,3.27,0.24,MilliTinli,Maydanoz,385.8,18.0,1,1,1936
60.9,41.9,181.3,7.41,2.9,0.27,KumluTinli,Biberiye,653.4,14.4,1,0,3217
102.1,53.4,343.1,6.66,1.56,0.32,MilliTinli,Karpuz,380.0,20.2,1,1,4827
86.0,27.5,266.3,7.46,2.46,0.48,Killi,Kanola,437.8,15.3,1,1,4982
79.1,33.1,240.0,7.2,2.8,0.16,KumluTinli,Safran,882.7,14.2,0,1,3188
47.4,41.5,229.5,5.64,2.32,0.31,KilliTinli,Elma,890.6,13.8,1,1,3076
49.9,22.7,223.0,5.51,3.29,0.16,Tinli,Seftali,648.9,17.1,1,1,3706
73.0,28.2,191.0,6.15,3.29,0.36,KumluTinli,Greyfurt,560.5,15.4,1,1,3566
61.2,36.1,315.1,7.82,3.21,0.22,Killi,Soya,476.6,18.1,0,1,5860
45.0,23.0,219.1,7.6,2.03,1.2,Tinli,Cavdar,436.1,12.1,1,1,622
42.6,20.3,202.3,7.6,1.27,0.57,Tinli,Bugday,327.8,10.5,0,1,279
98.6,48.2,266.7,6.67,3.18,0.12,KumluTinli,Kavun,378.8,19.0,1,1,5243
67.0,46.1,332.7,7.18,2.86,0.31,MilliTinli,TazeSogan,261.6,22.6,1,0,1743
61.7,27.2,238.6,5.71,3.76,0.2,KumluTinli,Korunga,715.5,19.8,1,1,3633
63.5,48.4,278.6,7.75,2.48,0.73,Tinli,Keten,660.4,16.3,1,0,4411
47.1,41.9,220.3,5.77,2.15,0.26,Tinli,Kayisi,682.5,13.4,0,1,3022
51.0,28.5,198.6,7.49,1.91,1.04,Tinli,Misir,508.3,10.2,0,1,297
63.8,27.0,261.6,7.04,2.24,0.34,KumluTinli,Kivi,662.4,12.2,1,1,3021
66.7,31.6,256.4,6.53,3.06,0.38,KumluTinli,Portakal,662.7,14.1,0,0,3150
103.6,40.4,317.2,6.27,3.47,0.17,KumluTinli,Roka,405.8,18.2,1,1,2048
78.9,36.5,283.1,6.7,2.4,0.34,KumluTinli,OglanOtu,507.0,15.7,1,1,3412
79.0,40.3,239.5,7.49,2.35,0.23,KilliTinli,Badem,556.4,17.4,1,1,3198
95.2,39.3,372.9,6.93,3.55,0.46,MilliTinli,Tere,381.6,19.0,1,1,2227
50.0,39.1,222.7,6.04,3.56,0.3,KilliTinli,Kivi,889.1,19.0,0,1,3634
84.4,43.0,302.7,7.7,3.42,0.55,Killi,Kanola,467.9,17.3,1,1,5442
45.2,23.2,185.9,5.52,2.23,0.39,Tinli,Armut,543.9,17.9,0,1,3230
45.1,26.1,281.8,7.0,2.2,0.38,KilliTinli,Lavanta,851.0,13.3,0,1,3103
79.5,42.3,193.4,7.4,2.09,0.12,KilliTinli,Kekik,823.9,19.8,1,1,3372
99.5,45.6,249.0,6.73,1.71,0.2,MilliTinli,Karpuz,287.0,24.1,1,1,5311
49.9,24.6,227.7,5.7,3.9,0.2,Tinli,Anason,799.8,18.9,1,1,3832
83.0,47.0,256.4,6.59,2.96,0.15,KumluTinli,Hiyar,320.7,22.1,1,1,5224
76.9,42.7,227.0,7.95,2.26,0.42,Killi,Kanola,476.8,19.6,1,0,4592
62.4,50.0,237.0,7.78,2.65,0.59,Tinli,Kenevir,567.6,15.2,1,1,5219
53.1,39.8,236.3,7.04,3.82,0.37,KumluTinli,Zeytin,772.8,16.9,1,1,3733
67.1,25.8,264.0,5.63,3.63,0.13,KilliTinli,Limon,722.3,15.7,1,1,3645
51.8,29.3,308.1,7.95,2.22,0.57,Tinli,Pamuk,642.3,15.5,1,0,316
35.4,16.5,220.2,7.61,1.92,0.55,MilliTinli,Burçak,478.6,11.0,0,1,304
58.4,31.3,203.9,5.59,2.57,0.12,KilliTinli,Lavanta,573.1,14.2,1,1,3273
87.9,36.4,347.7,6.46,3.47,0.5,KumluTinli,Marul,340.6,21.7,1,1,2133
74.2,48.6,221.9,7.39,3.39,0.42,AgirKilli,Tütün,573.6,14.7,1,1,5560
56.0,41.9,277.2,5.71,3.97,0.13,KilliTinli,Mandalina,624.0,17.0,1,1,3845
58.1,31.6,289.7,7.46,3.82,0.29,Tinli,Ayva,578.0,14.8,1,1,3442
60.2,44.3,290.6,7.25,2.03,0.14,KilliTinli,AdaCayi,593.3,17.5,0,1,3037
50.4,22.7,182.4,6.98,3.85,0.27,Tinli,Kestane,615.4,18.0,1,1,3745
56.2,35.8,275.0,5.62,2.16,0.25,Tinli,Erik,794.9,13.2,1,1,3279
74.7,44.5,240.2,6.4,3.91,0.11,Tinli,Incir,743.4,14.5,1,1,3408
61.3,27.3,271.2,6.41,2.08,0.18,KilliTinli,Zeytin,680.7,12.6,0,1,3233
72.8,47.5,309.4,6.1,4.08,0.37,KumluTinli,Marul,465.0,22.6,1,1,2279
