pH,Azot,Fosfor,Potasyum,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi
7.13,62.5,31.1,209.1,3.37,0.36,202,4004
5.17,65.7,34.1,286.5,3.75,0.3,202,4016
7.5,30.3,15.4,128.8,1.72,0.26,202,8003
7.85,28.3,16.0,154.9,1.54,0.53,101,7005
6.71,76.2,32.1,233.6,2.79,0.37,201,4004
7.03,63.6,39.8,291.4,2.71,0.47,202,2004
7.58,65.7,35.1,249.8,2.7,0.24,202,2010
6.78,62.1,33.8,213.8,3.02,0.14,201,4003
6.05,57.8,41.5,250.5,3.88,0.17,201,5004
5.72,40.1,20.5,190.3,2.12,0.21,203,4011
7.29,66.5,30.4,293.4,2.92,0.12,203,4009
7.42,40.1,26.9,190.9,1.76,0.6,301,1010
6.87,47.7,21.4,189.9,3.67,0.39,201,4014
6.61,69.2,36.9,220.6,3.16,0.39,202,5003
7.28,40.3,19.3,170.4,1.97,0.68,204,1004
7.33,16.0,23.0,188.4,1.35,0.33,101,7001
7.18,70.2,43.3,191.8,2.29,0.2,202,4015
6.13,79.9,59.9,331.5,4.28,0.17,204,3007
7.36,68.5,36.2,293.9,2.54,0.67,202,2009
7.63,54.2,22.1,209.6,1.27,0.5,202,1005
7.13,89.9,42.0,259.9,3.22,0.42,202,2004
6.72,51.2,27.3,206.3,2.21,0.36,201,4014
7.66,39.4,21.4,235.6,2.14,0.5,301,1006
6.37,92.4,55.0,379.8,4.2,0.19,102,3010
7.47,43.7,33.0,171.7,2.09,0.57,301,1007
6.48,84.9,37.9,254.3,2.66,0.3,102,3008
6.02,83.4,63.2,347.7,3.53,0.25,102,3002
7.09,17.4,13.1,178.4,1.92,0.31,202,8001
7.01,53.3,28.1,200.7,1.93,0.8,301,1011
7.09,76.7,38.4,262.6,2.18,0.75,301,2009
6.8,44.2,25.1,168.3,1.85,0.58,301,1005
6.14,65.9,23.2,284.6,3.63,0.22,202,4007
6.67,26.2,34.3,174.3,1.81,0.86,301,1004
5.84,72.7,40.4,245.3,2.27,0.11,201,4009
5.54,65.0,40.8,244.3,3.92,0.14,203,4009
7.31,16.6,26.2,146.9,1.49,0.4,101,7010
7.19,71.5,26.2,234.3,2.11,0.25,301,2008
7.55,15.4,28.8,190.8,0.83,0.33,402,7014
6.26,67.5,49.3,294.4,4.13,0.12,102,3017
7.66,17.8,18.2,176.5,1.79,0.43,402,7010
6.3,105.2,41.3,337.7,3.08,0.38,204,3015
6.64,78.4,63.2,286.0,4.11,0.15,201,3012
5.77,60.1,24.5,195.9,2.09,0.21,202,4013
7.44,29.2,15.5,126.4,1.16,0.38,202,8003
6.88,81.4,46.7,293.1,2.99,0.36,306,2003
7.73,52.0,46.9,284.0,2.42,0.63,202,2002
6.29,71.0,57.2,329.1,3.37,0.44,102,3015
6.45,71.0,22.0,282.8,3.61,0.26,203,4004
6.26,43.2,26.4,241.6,2.82,0.35,203,5001
6.45,60.3,59.4,339.9,2.92,0.48,201,3006
7.75,36.8,25.8,144.8,1.79,0.21,101,7011
7.63,40.8,30.3,167.9,1.37,0.89,301,1011
7.11,93.1,61.8,345.5,3.99,0.41,204,3013
6.92,71.7,53.6,364.9,4.36,0.39,201,3006
7.38,35.7,20.5,188.8,1.51,0.41,202,8002
7.28,33.9,14.9,152.3,1.34,0.44,101,7011
4.53,57.4,43.4,240.7,2.16,0.24,202,4016
7.03,38.8,16.0,165.7,1.4,0.67,402,7008
6.9,42.1,27.8,263.9,2.78,0.36,202,5003
7.5,67.0,28.0,208.3,3.12,0.24,301,2008
6.27,78.9,43.4,379.7,3.58,0.38,204,3018
8.1,38.0,28.7,178.8,0.82,0.28,101,7010
6.2,73.1,52.9,277.6,2.77,0.11,204,3002
7.58,28.2,16.4,160.3,1.8,1.06,202,1008
7.92,22.3,15.1,137.4,1.77,0.83,101,7014
7.09,35.6,26.6,183.2,1.62,0.72,202,8004
6.04,97.5,57.8,277.9,3.18,0.15,204,3002
5.52,56.9,23.8,248.2,2.51,0.31,203,5003
7.38,25.9,14.1,139.5,1.22,0.84,101,7008
7.42,38.2,13.7,125.7,1.99,0.79,101,7004
6.24,80.3,46.0,341.7,2.87,0.19,201,3015
6.35,88.6,62.0,346.2,3.59,0.2,204,3018
6.65,38.1,21.5,140.8,1.99,0.55,202,8004
6.76,35.8,21.5,124.8,1.84,0.44,202,8003
6.53,31.3,10.3,165.4,0.87,0.76,202,8004
6.68,50.4,27.8,214.5,2.69,0.15,201,6004
7.3,81.1,40.6,234.9,2.05,0.63,301,2007
7.17,34.2,24.5,190.8,1.75,0.68,204,1011
7.84,64.1,42.0,258.3,2.45,0.66,306,2001
7.76,34.2,21.4,137.6,1.49,0.89,402,7011
6.21,109.2,56.7,261.1,3.49,0.35,201,3003
6.44,80.4,49.0,362.8,3.38,0.34,201,3017
7.03,60.6,23.7,185.8,3.06,0.34,203,4006
6.59,76.1,44.0,295.9,2.11,0.16,202,5003
7.85,38.1,18.1,199.4,1.96,0.78,402,7011
8.21,23.3,24.4,193.8,1.69,0.39,402,7005
7.35,55.4,31.6,318.4,2.38,0.73,306,2005
7.43,56.6,23.7,276.2,3.56,0.32,202,5004
7.41,39.9,32.2,223.2,1.69,0.79,202,1003
6.67,38.3,32.1,187.8,2.05,0.7,202,1001
7.79,53.0,29.4,238.5,1.79,0.6,202,1006
6.53,68.1,34.9,201.2,3.85,0.2,203,4015
7.21,36.9,26.4,238.3,1.45,0.75,301,1004
6.84,81.6,43.4,341.7,2.12,0.36,102,3005
6.62,47.8,24.1,183.3,1.25,0.89,204,1005
7.44,65.6,42.1,214.0,2.4,0.42,306,2002
6.42,68.3,35.1,281.3,3.97,0.39,102,3017
6.53,83.5,61.9,313.2,3.85,0.46,204,3016
7.16,17.1,12.3,162.2,1.15,0.89,402,7010
6.17,102.8,39.8,245.5,3.85,0.19,201,3017
4.8,68.7,21.6,205.6,3.33,0.1,203,4016
6.8,66.3,28.3,288.5,2.24,0.21,202,4014
6.97,48.7,38.7,236.6,2.87,0.14,201,6003
6.8,59.5,45.1,312.1,2.84,0.71,202,2006
6.87,63.3,49.1,291.1,2.11,0.42,202,2006
7.29,57.1,20.4,241.6,2.58,0.38,201,4011
7.9,79.5,39.8,269.6,2.34,0.35,202,2008
7.1,43.9,26.1,255.8,2.28,0.24,203,4011
7.54,29.7,12.4,136.3,1.76,0.59,402,7014
6.79,85.4,39.5,287.6,3.64,0.37,201,3001
6.93,65.7,36.2,230.4,3.8,0.3,203,4014
7.81,54.7,38.3,298.3,3.24,0.57,301,2006
7.29,64.9,21.9,233.4,2.77,0.37,203,4011
7.26,25.8,16.8,172.2,1.47,0.68,301,1004
6.56,98.6,62.8,322.6,4.1,0.46,204,3008
7.81,66.1,39.4,218.1,3.09,0.58,202,2010
5.88,71.4,21.9,206.6,3.54,0.32,202,4009
6.45,71.0,57.0,311.0,3.58,0.27,201,3014
7.0,95.7,38.0,275.8,2.54,0.44,201,3003
6.97,80.5,61.8,316.8,3.47,0.45,201,3006
7.45,27.5,27.9,185.4,1.86,0.27,202,8002
6.14,42.2,34.8,181.7,2.15,0.27,202,4006
6.02,86.6,36.1,254.6,1.88,0.22,201,3005
7.48,29.8,34.4,237.7,1.43,0.61,202,1007
7.6,32.8,12.4,125.2,1.34,0.93,101,7002
7.61,29.5,17.9,180.2,1.36,0.38,402,7006
7.04,72.4,40.2,219.3,3.13,0.1,202,4007
7.15,18.0,18.0,168.6,1.16,0.83,101,7009
6.91,69.4,28.6,184.6,2.89,0.35,203,4005
7.64,71.4,34.2,281.7,2.81,0.76,301,2011
6.56,24.9,10.6,143.0,1.49,0.64,202,8003
7.1,46.1,31.0,166.9,1.36,0.96,202,1003
7.77,35.4,32.8,179.5,2.2,1.0,301,1007
6.14,41.0,31.1,217.5,3.37,0.17,202,4008
6.38,52.7,29.3,256.3,2.55,0.2,201,5001
7.79,32.8,18.1,232.1,1.42,0.98,202,1001
5.59,41.5,26.1,213.8,3.11,0.18,201,4002
6.95,61.4,30.2,269.6,3.04,0.73,306,2010
7.77,16.8,15.1,158.7,1.97,0.62,402,7012
6.71,104.7,39.3,360.9,2.68,0.46,102,3014
7.79,29.6,29.2,209.2,2.3,0.44,301,1002
6.87,94.2,57.9,327.1,3.45,0.4,204,3010
5.88,63.0,26.1,290.5,3.55,0.35,202,4011
6.36,98.7,49.2,242.8,2.95,0.18,204,3004
6.35,48.3,26.3,262.5,2.91,0.22,201,6005
7.1,62.3,48.8,220.5,2.88,0.23,306,2004
5.79,45.9,42.9,293.5,3.32,0.26,201,4012
7.26,40.3,25.8,195.7,1.78,0.47,204,1010
8.24,26.9,25.4,135.7,1.47,0.76,101,7010
6.87,47.8,29.7,224.1,2.29,0.95,204,1006
6.96,34.6,21.8,196.5,1.81,1.05,202,1001
6.13,60.8,61.6,306.5,1.69,0.26,102,3005
6.52,36.1,11.6,161.4,1.97,0.49,202,8003
7.67,57.7,40.1,290.8,2.85,0.3,306,2008
6.05,64.4,50.8,271.2,2.56,0.15,102,3014
7.38,34.2,21.1,138.9,1.59,0.85,402,7003
7.05,59.8,27.1,278.1,2.97,0.4,306,2001
7.32,76.7,23.0,262.3,2.5,0.12,203,5001
8.15,22.2,24.8,158.9,1.46,0.33,101,7005
4.55,45.7,39.4,220.1,2.95,0.36,202,4016
6.09,51.6,20.5,222.8,3.79,0.12,201,4010
7.92,32.5,25.2,126.7,1.71,0.8,402,7009
6.35,53.9,33.8,238.2,2.44,0.32,201,4015
7.17,45.1,25.4,296.1,3.39,0.19,201,5002
6.58,65.1,22.2,209.5,3.22,0.28,201,6001
7.21,77.7,30.2,206.4,3.28,0.24,201,4001
7.29,55.0,39.2,308.3,3.27,0.38,301,2009
7.4,48.6,23.4,288.4,3.64,0.31,203,5002
6.47,47.9,22.1,240.5,3.76,0.19,201,4002
5.55,78.3,40.1,274.8,3.49,0.29,201,4007
7.51,62.9,34.8,256.8,2.58,0.51,306,2004
7.39,79.6,21.1,197.8,3.62,0.19,201,4005
6.19,70.4,64.4,333.5,3.39,0.39,102,3014
6.51,50.1,28.8,173.3,2.24,0.51,202,1010
7.47,28.2,16.9,173.6,1.37,0.64,301,1001
5.91,42.4,32.9,275.4,2.87,0.25,202,5002
7.29,64.6,31.8,262.1,2.65,0.76,301,2005
8.1,37.1,22.9,168.3,0.99,0.64,101,7010
6.03,91.7,50.7,296.1,4.18,0.14,102,3009
6.63,34.3,19.0,153.5,1.52,0.8,202,8001
7.21,27.6,24.4,160.0,1.72,0.41,101,7001
6.88,78.7,44.0,282.9,2.13,0.2,202,4001
6.9,87.7,31.1,205.4,3.08,0.79,306,2005
7.37,28.6,23.7,163.1,1.44,0.96,204,1006
8.21,15.5,25.9,186.8,1.92,0.27,402,7006
6.62,27.6,24.7,202.9,1.28,0.52,204,1007
7.62,35.6,26.6,140.1,1.74,0.91,402,7008
6.74,45.7,25.0,213.5,1.62,0.95,204,1001
6.76,47.0,34.2,228.4,2.06,1.02,204,1001
6.96,65.7,38.7,212.3,3.44,0.35,201,6003
6.05,75.9,45.2,379.1,1.84,0.24,201,3005
6.54,37.9,10.1,200.0,1.34,0.56,202,8004
7.94,82.5,32.8,219.3,3.05,0.34,306,2002
7.07,95.8,45.4,299.7,2.63,0.12,102,3017
8.19,31.8,12.0,122.5,1.04,0.71,101,7013
7.83,36.2,24.0,159.2,1.35,0.56,402,7012
6.45,65.5,31.0,262.3,2.26,0.21,201,4006
6.59,28.4,12.6,133.2,0.88,0.49,202,8003
6.92,84.5,45.9,242.8,4.3,0.16,204,3007
6.58,38.4,29.4,175.6,1.41,0.33,202,8003
7.33,40.1,20.1,198.1,3.25,0.33,201,4012
6.65,25.3,29.9,204.6,1.92,1.12,204,1001
5.81,56.6,41.5,208.5,2.41,0.11,203,4010
7.1,47.0,34.9,194.8,2.97,0.34,203,4015
6.93,50.6,21.5,165.8,2.26,0.81,204,1007
7.86,21.2,18.7,171.4,1.52,0.65,402,7004
6.11,46.4,39.6,257.0,3.56,0.37,201,4011
5.71,61.3,20.2,225.4,2.72,0.15,203,5004
6.66,43.3,38.7,266.5,3.58,0.36,201,5002
7.91,53.5,41.0,261.1,3.08,0.5,301,2007
6.89,43.4,24.6,202.4,2.19,0.22,201,4002
6.15,50.1,44.7,260.6,3.0,0.18,201,5002
6.79,60.5,61.6,358.8,3.69,0.23,102,3016
5.95,77.4,28.4,197.9,2.14,0.35,202,5001
6.51,99.9,48.7,306.5,2.57,0.32,201,3007
6.66,68.9,42.0,257.3,3.07,0.36,201,4009
5.57,58.0,38.4,247.0,3.46,0.3,202,5002
7.41,38.4,11.8,170.5,1.5,0.7,402,7009
6.71,39.0,19.5,234.6,1.91,0.36,204,1009
7.01,64.7,42.7,295.4,2.22,0.24,306,2004
8.18,18.1,11.8,169.6,1.8,0.82,101,7001
6.33,59.9,39.0,243.2,2.52,0.29,201,6003
7.19,56.5,43.8,243.9,2.17,0.17,202,4010
6.1,64.4,21.5,208.6,3.08,0.16,201,6003
8.15,27.6,22.9,198.9,1.97,0.43,101,7007
6.09,62.0,49.1,334.7,4.42,0.37,204,3003
5.84,64.5,30.8,214.6,2.08,0.32,201,5001
7.18,78.7,46.1,369.1,3.29,0.31,201,3011
6.73,64.2,57.4,331.7,4.07,0.13,102,3003
7.25,46.7,34.8,166.9,1.94,0.55,202,1001
6.52,26.3,15.5,237.6,1.91,0.6,301,1012
7.13,32.3,17.2,168.8,2.25,0.53,204,1008
7.2,66.3,36.9,233.8,3.05,0.54,301,2011
7.97,68.6,34.7,267.1,2.81,0.77,202,2006
6.71,57.0,30.3,270.1,3.73,0.21,202,4011
8.26,22.1,11.3,122.9,1.23,0.87,402,7007
6.07,100.3,39.2,272.6,4.04,0.47,201,3004
7.08,69.3,58.1,295.5,4.05,0.44,102,3017
6.25,40.9,21.6,222.1,3.75,0.15,203,4012
7.91,16.1,25.3,167.3,1.35,0.43,402,7006
6.63,63.8,29.6,229.0,3.24,0.2,201,5002
6.79,74.1,53.3,376.1,3.1,0.15,102,3014
6.69,39.5,28.9,137.1,1.6,0.5,202,8003
6.62,73.1,38.0,231.3,3.7,0.11,203,4002
6.9,106.2,44.2,289.0,3.98,0.12,102,3013
7.12,59.8,44.8,196.2,2.66,0.12,203,4014
7.49,39.9,12.1,126.6,1.57,0.34,402,7010
6.64,21.7,15.7,157.5,1.02,0.84,202,8004
7.38,51.9,22.2,285.1,2.66,0.12,202,4008
7.9,52.4,47.6,315.6,2.24,0.31,306,2008
5.8,50.3,30.4,296.5,2.28,0.18,202,4004
6.86,88.4,42.9,236.0,2.93,0.66,306,2011
6.56,38.2,20.9,186.0,1.29,0.74,204,1004
7.07,78.2,44.5,314.6,2.83,0.42,306,2007
6.74,68.5,36.0,316.8,3.01,0.42,102,3011
6.4,76.9,43.8,297.0,4.37,0.21,204,3001
6.25,63.1,21.4,240.9,2.12,0.34,202,4008
7.16,72.6,39.5,375.5,3.18,0.18,201,3015
7.44,49.7,32.7,189.7,1.95,0.46,301,1008
7.93,76.2,47.4,212.8,3.24,0.33,202,2008
7.45,48.8,22.0,228.0,1.29,1.13,202,1006
7.11,82.4,33.0,313.3,2.82,0.38,306,2008
6.52,61.2,46.8,374.9,4.44,0.21,102,3018
7.52,21.5,17.4,120.4,1.64,0.67,402,7007
7.41,26.2,33.2,215.9,1.26,0.58,204,1011
7.14,65.7,41.4,350.2,3.48,0.25,102,3009
7.01,77.9,35.0,203.8,2.82,0.78,301,2003
6.52,54.5,22.7,192.9,1.21,0.55,204,1011
6.44,89.4,43.4,318.8,3.81,0.46,204,3011
7.47,71.8,24.6,230.5,2.85,0.19,201,4014
6.12,66.9,40.8,375.9,2.86,0.2,201,3012
7.22,43.8,25.5,205.6,1.27,0.53,202,1007
5.56,67.4,40.6,224.7,4.0,0.18,203,4005
4.65,49.1,26.7,205.2,3.96,0.28,201,4016
6.47,45.4,26.1,257.7,3.33,0.15,202,6001
6.96,72.7,57.6,360.9,4.49,0.43,204,3010
6.06,63.8,31.7,231.4,2.62,0.26,203,4006
7.03,103.9,48.1,256.1,4.46,0.29,201,3015
7.07,28.2,13.8,133.0,1.27,0.98,202,8002
6.0,100.5,63.9,262.7,4.39,0.26,201,3003
7.33,45.3,25.7,186.3,3.5,0.14,201,4008
6.2,46.4,26.2,298.8,3.27,0.26,202,5001
8.27,28.7,18.9,128.4,1.27,0.87,402,7010
5.82,72.6,31.4,217.3,2.91,0.1,201,4004
7.03,108.7,56.2,311.6,4.23,0.25,204,3003
5.63,71.2,27.9,262.2,3.47,0.22,202,4013
7.2,68.7,61.9,362.7,4.42,0.37,204,3006
7.3,71.0,40.3,282.3,2.39,0.59,301,2003
7.72,58.5,34.9,308.8,2.88,0.69,306,2007
7.18,49.8,28.4,262.0,3.51,0.13,201,4012
6.79,72.0,49.4,336.4,2.78,0.32,102,3014
6.69,108.4,55.7,350.0,3.01,0.4,102,3008
6.48,79.1,36.8,203.4,2.21,0.25,201,4002
5.55,55.3,42.0,290.7,2.44,0.36,203,4008
7.92,63.5,41.8,278.2,2.73,0.2,301,2009
6.9,64.8,38.9,356.6,2.53,0.45,102,3015
7.42,28.7,28.0,186.0,1.73,0.42,402,7010
7.19,99.0,59.0,292.1,2.5,0.27,102,3018
6.33,53.5,38.6,229.6,3.75,0.33,202,6001
7.17,52.5,28.3,190.3,1.33,0.84,204,1003
6.81,28.1,28.3,230.9,1.47,0.41,202,1007
6.09,41.1,34.4,222.1,3.77,0.38,201,6005
5.53,55.8,22.9,277.8,2.86,0.36,203,5002
7.15,40.9,29.7,172.2,2.03,0.42,204,1010
6.67,63.1,31.2,274.7,2.52,0.38,202,6005
8.0,76.8,39.5,316.0,2.49,0.3,306,2011
6.51,101.6,49.6,277.3,4.02,0.36,201,3007
7.69,24.7,20.5,136.4,1.28,0.23,101,7004
6.95,70.2,48.1,354.5,3.94,0.21,201,3018
6.42,62.2,31.5,297.7,3.9,0.37,203,4012
7.24,88.9,28.3,223.3,3.38,0.77,306,2007
7.01,67.4,60.1,306.9,4.41,0.43,102,3004
7.43,57.9,40.2,220.2,2.67,0.11,203,4014
6.58,88.6,48.9,248.1,2.71,0.29,102,3002
6.08,101.7,52.7,259.7,4.29,0.45,204,3017
8.21,36.2,29.9,163.4,1.85,0.71,402,7007
6.55,79.8,54.9,376.2,2.62,0.26,204,3012
6.97,80.7,60.9,241.7,2.84,0.34,102,3004
8.23,39.9,20.2,126.2,1.22,0.67,402,7002
6.53,41.8,41.9,216.8,3.13,0.14,203,4012
6.95,59.4,29.3,248.8,3.31,0.28,203,4011
6.67,39.9,29.4,205.4,1.68,1.13,202,1011
6.97,48.1,26.5,180.2,1.54,1.07,204,1006
6.81,58.3,46.3,242.2,2.82,0.6,301,2009
6.35,63.0,58.5,245.5,3.8,0.13,201,3010
7.03,18.4,19.6,139.0,1.08,0.38,202,8001
7.79,37.9,22.1,177.1,0.89,0.21,402,7002
6.88,65.1,46.4,222.9,2.16,0.41,202,2010
7.4,56.6,34.0,180.6,2.42,0.18,202,4005
7.19,90.4,50.8,365.7,3.63,0.39,102,3001
6.68,41.4,17.3,206.1,2.18,0.83,202,1004
6.41,79.1,45.6,371.2,2.78,0.42,201,3006
7.39,15.5,11.2,173.1,1.2,0.85,101,7005
6.81,77.9,30.1,262.9,2.15,0.3,201,5001
7.87,29.1,19.6,154.2,1.87,0.76,402,7006
6.26,72.9,43.7,283.0,2.51,0.41,102,3008
6.88,70.4,42.1,191.0,3.46,0.17,203,5003
6.15,42.9,20.5,244.3,3.83,0.38,201,4014
7.47,49.6,25.2,180.1,2.38,0.16,203,4014
6.36,78.9,20.6,244.7,2.4,0.14,202,5002
7.25,73.4,20.5,255.0,2.63,0.33,201,4003
7.35,48.4,30.3,194.2,3.08,0.33,203,4011
7.33,64.9,25.3,278.5,3.02,0.33,203,4011
7.09,29.2,18.5,157.4,0.8,0.95,402,7001
6.03,90.1,58.8,265.1,4.13,0.33,201,3011
7.65,34.7,29.8,136.5,0.93,0.77,101,7010
7.01,109.1,38.2,294.6,3.16,0.24,201,3004
7.97,18.4,26.8,189.1,1.99,0.5,101,7006
6.6,88.4,53.7,288.1,4.01,0.1,204,3008
7.06,67.7,55.5,297.1,4.18,0.17,201,3004
6.55,97.0,57.1,341.6,4.21,0.38,102,3011
6.6,22.3,20.6,138.9,0.88,0.36,202,8002
7.31,51.5,40.7,305.5,2.61,0.22,202,2007
5.67,43.1,39.6,247.7,2.16,0.11,201,4010
7.0,47.0,22.5,203.1,1.6,0.8,202,1001
7.65,73.4,35.7,215.5,2.84,0.35,306,2004
7.19,95.7,43.0,278.9,2.55,0.26,204,3015
4.66,61.0,27.1,227.7,2.45,0.19,203,4016
7.23,31.4,29.2,186.2,1.5,0.6,402,7012
6.8,78.7,43.2,249.1,2.76,0.18,202,4006
7.9,60.8,27.4,204.1,3.08,0.38,202,2010
6.76,42.8,31.4,209.5,2.18,0.81,301,1009
7.01,31.4,25.5,165.6,1.29,0.96,101,7002
7.35,41.8,33.6,217.2,2.04,0.45,301,1001
5.8,41.8,27.6,242.2,2.44,0.39,201,5001
7.26,26.9,31.1,223.4,1.62,0.53,204,1011
5.96,52.9,38.7,207.3,3.98,0.25,201,4014
7.81,20.7,29.1,156.0,1.21,0.29,101,7004
7.88,25.2,22.3,199.9,0.95,0.65,101,7012
7.32,33.4,24.3,188.1,1.03,0.32,202,8003
5.92,53.0,40.2,219.2,2.38,0.13,201,5002
7.04,22.6,23.3,149.5,1.39,0.73,101,7002
7.43,26.7,15.1,232.5,2.28,1.02,202,1009
7.0,27.3,24.9,163.3,1.5,0.97,204,1009
7.61,20.5,19.5,193.2,1.98,0.28,402,7009
7.03,71.4,44.0,285.4,2.18,0.38,202,4010
6.26,45.6,25.8,223.1,3.55,0.34,201,6003
8.02,29.7,25.5,194.2,0.98,0.26,101,7011
7.65,26.5,18.9,195.4,1.17,0.37,402,6002
6.52,46.9,24.1,232.0,1.31,0.92,202,1002
6.56,41.0,25.5,179.6,1.98,0.61,204,1004
8.15,37.2,22.9,183.2,1.24,0.38,402,7003
6.07,68.2,22.6,249.0,2.93,0.17,202,4015
6.99,70.0,44.0,252.3,2.7,0.43,201,3017
6.4,69.8,60.7,289.3,3.08,0.34,102,3014
7.3,43.5,30.6,167.7,2.28,0.45,202,1005
7.05,31.8,23.1,191.5,1.76,0.47,101,7004
6.28,58.0,32.9,257.5,3.22,0.38,202,4009
7.06,56.6,43.7,218.9,2.73,0.8,301,2002
6.36,57.9,24.1,244.1,2.77,0.11,201,6004
6.19,90.3,55.0,281.6,3.01,0.36,201,3015
7.15,88.0,30.2,226.5,3.1,0.57,306,2003
7.01,47.3,30.1,193.6,1.99,0.67,204,1003
6.01,99.0,41.1,258.7,4.09,0.33,201,3004
6.53,69.0,31.2,219.2,2.36,0.36,201,4001
7.34,52.9,35.4,240.3,2.88,0.37,202,5003
8.13,38.1,12.6,124.6,1.6,0.34,402,7012
8.19,37.5,12.5,160.8,1.8,0.96,101,7002
6.91,30.1,17.5,165.6,1.35,0.31,204,1004
6.13,69.2,59.1,359.7,4.08,0.48,201,3016
7.48,50.7,17.5,221.6,1.24,0.33,202,1001
7.05,54.7,34.7,174.5,2.21,0.8,202,1003
7.38,36.8,21.1,186.8,1.2,0.66,202,1004
7.6,24.5,22.9,184.8,1.21,0.36,101,7003
8.03,31.2,20.2,126.1,1.52,0.35,402,7006
6.56,96.6,44.6,306.0,2.77,0.25,201,3007
6.41,107.0,37.2,297.4,3.81,0.24,201,3013
6.73,54.7,22.0,291.7,3.91,0.14,203,4001
8.25,37.1,21.9,188.2,1.37,0.47,402,7012
6.99,54.5,23.8,216.7,2.14,0.85,301,1003
7.04,18.6,23.2,175.1,1.41,0.32,202,8001
7.21,16.3,10.5,191.1,1.33,0.27,202,8002
6.33,77.8,50.4,287.6,3.98,0.45,201,3011
8.12,27.0,16.4,168.1,1.21,0.66,402,6002
8.23,31.6,16.2,152.6,1.02,0.24,101,7001
7.32,39.4,21.3,193.8,1.08,0.85,101,7014
6.34,48.2,34.6,226.5,3.43,0.19,201,6005
7.92,77.4,43.6,301.4,2.06,0.77,306,2004
6.94,76.3,55.8,251.7,3.41,0.46,102,3002
5.6,73.0,34.8,232.1,2.75,0.31,202,5003
7.56,31.6,14.3,183.7,1.66,0.41,402,7001
6.68,87.8,63.5,270.6,4.19,0.11,102,3009
7.43,36.3,22.3,217.3,1.27,1.19,204,1004
6.65,43.0,28.9,270.7,3.47,0.21,201,5001
6.77,66.6,49.9,335.9,2.82,0.49,201,3014
5.81,78.6,34.1,188.6,3.14,0.12,201,4008
6.2,54.1,26.0,219.5,3.33,0.32,202,6003
6.79,37.1,10.6,166.2,0.82,0.92,202,8004
6.77,51.2,33.2,226.8,2.14,0.97,204,1008
7.69,70.2,25.3,218.6,2.5,0.38,301,2001
7.86,29.1,21.0,153.4,1.61,0.69,101,7007
6.14,58.3,27.0,238.3,2.31,0.1,202,6003
7.81,67.2,28.9,254.0,3.15,0.75,202,2002
6.7,107.8,37.4,272.4,4.07,0.17,102,3017
6.89,29.9,24.6,162.2,1.95,1.0,204,1002
6.27,93.7,47.0,314.3,4.12,0.22,102,3008
7.73,54.7,20.2,178.9,1.41,0.41,204,1003
6.84,69.1,42.0,286.5,3.77,0.18,204,3006
7.53,77.4,47.8,201.3,2.99,0.37,202,2007
6.79,98.8,59.2,276.4,3.64,0.16,102,3013
6.41,68.3,22.4,272.6,2.02,0.14,203,4012
6.84,35.9,20.6,181.1,1.59,0.24,202,8004
7.19,76.5,55.3,329.6,3.86,0.47,201,3010
6.52,109.9,36.4,346.0,4.17,0.3,201,3009
6.0,81.6,38.6,334.7,2.52,0.4,102,3002
7.72,33.3,19.4,128.3,1.05,0.36,101,7002
6.86,53.1,41.3,260.9,3.39,0.77,306,2002
7.68,55.1,46.1,306.8,2.99,0.26,301,2007
7.27,74.2,25.4,277.1,2.6,0.47,301,2007
7.33,76.5,26.9,209.5,2.96,0.52,202,2001
7.15,42.7,19.2,161.8,1.22,0.63,301,1008
7.1,46.9,23.1,204.7,1.32,0.91,301,1007
6.67,48.7,41.3,245.7,3.91,0.37,201,4011
7.47,50.9,42.3,277.6,2.04,0.78,306,2004
8.09,15.9,19.6,185.6,2.0,0.28,101,7002
6.64,76.9,41.9,322.2,4.09,0.45,204,3008
6.81,106.0,37.0,358.5,3.94,0.2,201,3016
6.58,35.2,18.5,144.1,1.09,0.81,202,8002
6.6,64.6,23.4,279.9,2.86,0.38,202,6001
5.96,44.3,39.9,294.4,2.37,0.3,202,5002
8.22,19.2,15.1,135.0,0.94,0.31,101,7004
7.59,21.9,23.4,120.1,1.48,0.67,101,7007
7.38,56.7,34.5,265.3,3.25,0.22,306,2003
6.42,65.8,33.2,249.3,2.51,0.19,201,6001
7.2,38.2,26.4,158.2,1.38,0.55,101,7009
6.92,105.2,51.0,300.3,3.68,0.32,204,3006
7.6,34.1,24.0,180.0,1.78,0.6,202,1006
6.01,44.8,42.2,277.2,2.97,0.21,201,4010
7.26,43.1,31.7,253.9,3.06,0.32,202,5003
8.19,28.0,15.7,183.1,1.32,0.6,402,7006
6.98,27.5,28.1,202.2,2.18,0.6,301,1011
7.32,34.3,24.4,174.8,1.7,0.67,202,8003
7.03,82.7,58.0,300.4,2.83,0.49,201,3006
6.75,71.7,39.6,353.0,3.96,0.44,102,3008
7.2,24.1,10.6,198.1,0.96,0.49,402,7009
6.84,99.3,61.6,255.4,3.43,0.33,204,3009
6.97,66.0,24.9,197.8,3.36,0.26,201,4013
5.81,52.6,30.8,202.5,3.17,0.12,203,4015
8.2,16.0,20.7,151.7,1.19,0.63,402,7001
6.67,53.8,30.0,190.8,2.15,1.17,202,1007
6.39,75.5,24.9,284.2,2.73,0.19,203,4008
