pH,OrganikMadde,Tuzluluk,ToprakTuru,UrunTipi,Yagis_Miktar_mm,Sicaklik_Ort,SulamaYapildiMi,Gubreleme_TamMi,Gecmis_Verim_kg
8.25,1.38,0.68,402,7011,298.8,12.5,0,1,183
6.49,3.28,0.31,201,6003,1150.3,12.0,1,1,345
7.79,1.93,0.37,202,1009,541.3,10.4,0,1,317
6.05,2.49,0.12,201,5003,616.6,21.7,1,1,3463
7.16,2.07,0.34,301,2011,689.8,15.5,1,1,5118
7.02,4.3,0.23,204,3014,432.1,18.5,1,1,2323
8.11,1.55,0.59,101,7001,258.6,11.9,0,1,183
6.67,3.19,0.19,201,4013,552.1,13.1,1,1,3553
6.63,3.14,0.3,203,5001,590.3,19.4,1,1,3575
7.29,2.9,0.14,201,4011,528.9,12.9,1,1,3417
7.74,1.45,0.47,402,6002,216.1,22.0,0,1,144
6.76,1.82,0.83,204,1007,484.6,13.5,0,1,287
7.58,3.03,0.33,301,2011,568.1,16.1,1,0,5127
6.93,1.99,0.65,204,1010,361.4,12.2,0,1,313
7.26,1.81,0.92,101,7003,299.1,16.0,1,1,170
7.31,2.57,0.32,203,4004,654.7,16.0,0,1,3260
7.19,0.93,0.66,101,7010,336.7,15.5,0,1,164
7.63,2.98,0.34,301,2009,626.0,14.9,0,1,5435
7.62,2.71,0.55,306,2011,497.1,20.1,1,1,5127
8.28,1.41,0.43,402,7003,363.8,10.1,0,1,174
7.17,1.1,0.46,101,7006,375.6,13.3,1,1,189
7.1,2.25,0.13,201,4015,699.6,14.1,0,1,3343
7.43,0.86,0.75,202,8002,287.0,10.8,0,1,878
5.8,2.5,0.24,203,4015,513.3,12.9,0,1,3521
6.88,2.9,0.3,204,3003,306.9,18.1,1,0,1735
6.52,3.95,0.1,201,3017,389.8,20.9,1,1,2282
7.34,1.26,0.36,202,1003,469.5,12.9,1,1,713
6.15,2.66,0.4,202,4003,773.2,14.1,1,1,3423
7.45,1.54,0.6,402,7013,366.8,15.9,1,1,175
6.55,4.09,0.39,102,3010,393.7,23.3,1,1,2276
7.31,1.31,0.4,402,7009,442.7,11.8,0,1,176
6.59,3.51,0.3,202,4001,729.9,13.3,1,1,3355
7.09,2.47,0.31,202,4013,785.8,15.4,0,0,2801
7.85,3.23,0.43,301,2005,501.0,20.8,1,0,4766
7.13,3.69,0.3,202,4015,857.1,15.7,1,1,3536
7.07,2.89,0.2,204,3006,417.9,22.8,1,1,5439
6.64,2.72,0.27,201,3004,476.1,18.5,1,1,5446
7.06,1.47,0.62,202,8001,429.8,13.0,0,1,900
6.5,3.94,0.24,204,3002,253.1,20.4,1,1,2123
7.23,2.63,0.32,202,5003,854.2,18.1,1,1,3098
6.33,2.69,0.34,202,6004,816.1,11.7,0,1,352
8.18,1.19,0.39,402,7005,416.9,16.0,1,0,160
6.8,3.04,0.4,201,6005,978.0,11.8,0,1,321
6.54,2.92,0.16,203,4004,728.6,14.2,0,1,3225
7.77,1.7,1.14,204,1007,344.9,11.8,0,1,298
7.32,3.41,0.4,301,2008,415.3,16.2,1,1,5489
7.44,2.2,0.62,301,2002,472.0,20.4,0,1,5177
7.64,1.74,0.27,402,6002,205.6,21.6,0,1,142
7.07,3.81,0.49,201,3004,380.6,19.0,1,1,5329
6.59,3.89,0.1,202,4014,687.1,13.8,0,1,3376
6.07,3.08,0.36,201,6003,1079.5,14.9,1,1,355
6.43,3.39,0.49,201,3007,489.3,23.6,1,1,5746
6.59,1.13,0.24,202,8001,251.9,15.1,0,1,956
7.06,2.07,0.79,204,1012,351.1,11.7,1,1,703
7.46,1.55,0.35,202,8003,388.4,11.6,0,1,937
7.31,2.62,0.36,203,4001,685.6,12.0,0,1,3114
7.18,3.59,0.25,201,4014,714.1,15.1,1,1,3325
7.07,1.89,0.42,201,3005,415.9,21.3,1,1,5332
7.2,1.68,0.89,202,8001,401.6,14.2,0,1,921
5.61,3.09,0.17,201,4011,591.2,13.8,0,1,3248
7.11,3.58,0.31,201,3004,452.5,25.7,1,1,5325
6.95,3.13,0.23,102,3003,476.2,19.4,1,0,1911
7.53,2.28,0.34,301,1007,361.3,10.7,1,0,614
6.77,0.85,0.67,202,8002,371.0,13.8,1,1,946
7.89,0.92,0.77,101,7007,440.2,12.7,1,1,168
6.3,2.44,0.13,202,4009,703.2,15.7,0,1,3125
6.84,2.15,0.26,203,4013,869.5,13.1,1,1,3238
6.94,3.14,0.15,102,3006,253.7,25.6,1,1,5583
6.81,4.35,0.32,102,3006,483.8,23.0,1,1,5799
7.9,2.96,0.29,202,2006,675.0,19.2,1,0,4503
6.38,2.94,0.22,102,3014,266.0,24.7,1,1,2039
7.42,2.96,0.44,306,2001,655.4,19.6,1,1,408
7.04,3.59,0.19,203,5004,583.1,19.7,1,0,3373
7.44,2.09,0.71,301,1012,383.4,12.8,1,1,667
5.61,2.72,0.16,201,5004,876.5,20.1,1,1,3606
7.56,1.0,0.48,402,7003,353.7,11.1,1,1,165
7.53,1.95,0.43,101,7010,415.3,14.3,1,1,194
7.22,1.07,0.94,402,7006,433.0,11.0,1,1,159
8.27,1.54,0.35,402,6002,347.2,22.6,0,1,143
6.7,3.8,0.21,201,4013,751.3,15.3,1,1,3779
6.47,1.89,0.16,204,3005,405.7,23.0,1,1,4838
7.21,2.54,0.38,306,2009,405.1,18.4,1,1,4939
6.71,1.04,0.63,202,8002,422.0,11.2,0,1,955
7.12,1.48,0.93,202,8002,374.2,11.2,1,1,961
7.52,1.67,0.34,402,7013,409.5,11.2,1,1,181
7.0,3.08,0.11,201,3011,343.2,20.7,1,1,1937
7.95,1.98,0.45,101,7014,255.9,10.9,0,1,182
6.57,3.98,0.15,102,3006,345.4,25.4,1,1,5728
6.33,2.7,0.47,201,3010,374.2,19.3,1,1,1966
6.52,1.11,0.35,202,8002,250.2,12.9,0,1,1007
6.97,2.4,0.23,301,2003,647.6,18.6,1,1,5566
6.68,3.78,0.19,202,6001,1110.2,13.6,1,1,338
7.03,2.89,0.34,204,3013,440.5,18.0,1,1,2000
7.07,1.24,0.94,402,7011,371.4,15.2,0,1,173
7.12,1.52,0.23,402,7009,417.6,13.8,1,1,175
7.48,2.27,0.92,202,1001,352.4,11.6,0,1,330
6.8,4.39,0.35,204,3001,393.5,20.6,1,1,5489
7.1,0.96,0.21,101,7006,442.0,11.6,1,1,186
6.16,3.84,0.13,202,4008,859.8,13.7,1,1,3634
7.66,1.05,0.59,402,7010,408.5,10.9,0,0,147
7.22,2.08,0.58,306,2008,585.0,18.1,1,1,4799
6.83,3.14,0.2,102,3017,261.1,25.0,1,1,2030
7.97,2.23,0.56,306,2006,446.7,20.5,1,1,5327
7.2,1.71,0.68,202,8004,388.9,12.1,0,1,945
7.67,3.28,0.4,301,2006,557.7,16.8,1,1,5722
5.87,3.07,0.19,203,4003,600.7,12.6,1,1,3471
7.77,1.53,1.02,204,1012,508.6,13.2,0,1,305
7.35,2.21,1.17,301,1002,376.5,10.6,1,1,687
6.78,2.21,0.64,204,1011,545.8,12.7,1,1,660
7.9,2.12,0.35,202,2008,437.1,21.5,1,1,5276
6.08,4.31,0.4,201,3003,313.5,21.2,1,1,2043
4.99,2.08,0.34,202,4016,1845.9,14.1,0,1,3167
5.69,2.26,0.24,203,5001,722.3,22.7,1,1,3082
6.56,4.31,0.14,102,3010,349.4,18.1,1,1,2313
4.65,2.42,0.21,202,4016,1438.8,12.5,1,1,3508
6.88,4.48,0.21,204,3007,440.6,20.9,1,0,5043
7.13,3.37,0.36,202,4004,763.7,12.2,0,1,3403
5.17,3.75,0.3,202,4016,1955.9,15.9,1,1,3641
7.5,1.72,0.26,202,8003,445.1,15.4,1,1,1053
7.85,1.54,0.53,101,7005,312.1,12.8,1,1,190
6.71,2.79,0.37,201,4004,686.8,14.9,0,1,3488
7.03,2.71,0.47,202,2004,615.3,19.4,1,1,5226
7.58,2.7,0.24,202,2010,454.3,17.4,1,1,5652
6.78,3.02,0.14,201,4003,723.8,12.6,1,1,3220
6.05,3.88,0.17,201,5004,638.7,20.0,1,0,3446
5.72,2.12,0.21,203,4011,535.5,14.3,1,1,3348
7.29,2.92,0.12,203,4009,667.9,15.8,1,1,3275
7.42,1.76,0.6,301,1010,407.6,12.7,1,1,635
6.87,3.67,0.39,201,4014,646.6,12.9,0,0,3096
6.61,3.16,0.39,202,5003,642.1,19.6,1,1,3383
7.28,1.97,0.68,204,1004,504.7,11.8,0,1,296
7.33,1.35,0.33,101,7001,288.5,13.6,0,1,180
7.18,2.29,0.2,202,4015,692.5,12.0,1,1,3209
6.13,4.28,0.17,204,3007,390.9,19.6,1,1,5554
7.36,2.54,0.67,202,2009,623.2,15.7,0,1,5490
7.63,1.27,0.5,202,1005,331.8,13.8,0,1,310
7.13,3.22,0.42,202,2004,474.9,18.7,1,0,5091
6.72,2.21,0.36,201,4014,757.9,14.6,1,1,3003
7.66,2.14,0.5,301,1006,475.2,11.9,0,1,313
6.37,4.2,0.19,102,3010,463.0,22.9,1,1,2343
7.47,2.09,0.57,301,1007,371.9,13.8,0,1,322
6.48,2.66,0.3,102,3008,486.6,21.5,1,1,1968
6.02,3.53,0.25,102,3002,313.0,19.1,1,1,2069
7.09,1.92,0.31,202,8001,277.2,11.9,0,1,1013
7.01,1.93,0.8,301,1011,338.5,10.5,1,1,645
7.09,2.18,0.75,301,2009,633.6,16.7,1,1,5186
6.8,1.85,0.58,301,1005,338.8,10.8,0,1,305
6.14,3.63,0.22,202,4007,784.9,15.8,1,1,3742
6.67,1.81,0.86,301,1004,417.5,10.9,1,1,643
5.84,2.27,0.11,201,4009,725.6,13.9,0,1,3481
5.54,3.92,0.14,203,4009,886.9,13.2,0,1,3784
7.31,1.49,0.4,101,7010,446.7,12.3,1,1,194
7.19,2.11,0.25,301,2008,444.8,19.8,1,1,5074
7.55,0.83,0.33,402,7014,266.0,11.8,0,1,172
6.26,4.13,0.12,102,3017,286.1,22.4,1,1,2125
7.66,1.79,0.43,402,7010,330.8,13.6,0,1,183
6.3,3.08,0.38,204,3015,497.0,22.2,1,1,2088
6.64,4.11,0.15,201,3012,308.0,25.8,1,1,2217
5.77,2.09,0.21,202,4013,883.5,14.1,1,1,3179
7.44,1.16,0.38,202,8003,265.8,12.2,0,1,937
6.88,2.99,0.36,306,2003,650.3,18.3,1,1,5297
7.73,2.42,0.63,202,2002,467.4,20.5,1,1,5424
6.29,3.37,0.44,102,3015,256.3,25.3,1,1,2125
6.45,3.61,0.26,203,4004,859.3,14.3,0,1,3438
6.26,2.82,0.35,203,5001,715.9,22.0,1,1,3173
6.45,2.92,0.48,201,3006,258.9,22.2,1,1,5223
7.75,1.79,0.21,101,7011,331.0,15.2,0,1,190
7.63,1.37,0.89,301,1011,401.3,13.8,0,0,263
7.11,3.99,0.41,204,3013,461.4,18.7,1,1,2029
6.92,4.36,0.39,201,3006,253.2,25.7,1,0,5524
7.38,1.51,0.41,202,8002,276.7,11.2,0,1,1031
7.28,1.34,0.44,101,7011,360.5,11.0,0,1,173
4.53,2.16,0.24,202,4016,1751.0,13.9,1,1,3142
7.03,1.4,0.67,402,7008,271.4,10.0,0,1,166
6.9,2.78,0.36,202,5003,861.2,22.6,1,1,3523
7.5,3.12,0.24,301,2008,663.6,21.0,1,1,5474
6.27,3.58,0.38,204,3018,402.7,21.6,1,1,2090
8.1,0.82,0.28,101,7010,298.8,11.1,0,1,181
6.2,2.77,0.11,204,3002,327.8,18.9,1,1,1940
7.58,1.8,1.06,202,1008,348.6,10.2,1,0,558
7.92,1.77,0.83,101,7014,264.2,12.6,0,1,172
7.09,1.62,0.72,202,8004,305.2,12.4,1,1,904
6.04,3.18,0.15,204,3002,262.3,23.6,1,1,1963
5.52,2.51,0.31,203,5003,781.9,21.4,1,1,3250
7.38,1.22,0.84,101,7008,394.8,14.1,1,1,181
7.42,1.99,0.79,101,7004,372.6,10.3,0,1,196
6.24,2.87,0.19,201,3015,402.4,25.5,1,1,2087
6.35,3.59,0.2,204,3018,422.4,23.3,1,1,2046
6.65,1.99,0.55,202,8004,273.4,13.8,0,1,972
6.76,1.84,0.44,202,8003,404.2,14.2,0,1,1063
6.53,0.87,0.76,202,8004,252.9,14.0,0,1,973
6.68,2.69,0.15,201,6004,868.5,12.9,1,1,351
7.3,2.05,0.63,301,2007,504.1,21.7,1,1,4910
7.17,1.75,0.68,204,1011,512.4,10.8,0,0,251
7.84,2.45,0.66,306,2001,677.4,16.6,1,1,389
7.76,1.49,0.89,402,7011,276.8,12.9,1,1,169
6.21,3.49,0.35,201,3003,294.0,23.7,1,0,1910
6.44,3.38,0.34,201,3017,276.4,22.5,1,1,2222
7.03,3.06,0.34,203,4006,738.1,13.8,1,1,3222
6.59,2.11,0.16,202,5003,634.1,22.1,0,1,3133
7.85,1.96,0.78,402,7011,350.5,13.7,0,1,173
8.21,1.69,0.39,402,7005,256.1,15.1,1,1,187
7.35,2.38,0.73,306,2005,686.2,21.9,0,0,4241
7.43,3.56,0.32,202,5004,532.4,22.2,1,1,3294
7.41,1.69,0.79,202,1003,470.2,11.9,1,1,645
6.67,2.05,0.7,202,1001,540.2,13.0,0,1,296
7.79,1.79,0.6,202,1006,327.5,12.6,0,1,318
6.53,3.85,0.2,203,4015,557.3,15.3,0,1,3532
7.21,1.45,0.75,301,1004,506.2,13.5,0,1,294
6.84,2.12,0.36,102,3005,499.0,21.4,1,1,4814
6.62,1.25,0.89,204,1005,312.9,13.6,1,1,677
7.44,2.4,0.42,306,2002,545.2,19.3,1,1,5405
6.42,3.97,0.39,102,3017,287.0,22.6,1,1,2214
6.53,3.85,0.46,204,3016,299.8,21.8,1,1,2198
7.16,1.15,0.89,402,7010,353.0,10.9,1,1,168
6.17,3.85,0.19,201,3017,346.5,19.8,1,0,1886
4.8,3.33,0.1,203,4016,1755.0,13.8,1,1,3596
6.8,2.24,0.21,202,4014,753.8,15.2,1,1,3178
6.97,2.87,0.14,201,6003,978.5,14.2,0,1,358
6.8,2.84,0.71,202,2006,628.6,20.4,1,1,5088
6.87,2.11,0.42,202,2006,572.9,16.3,1,1,5413
7.29,2.58,0.38,201,4011,881.2,12.7,1,1,3312
7.9,2.34,0.35,202,2008,619.2,20.5,1,1,5341
7.1,2.28,0.24,203,4011,763.3,13.4,1,1,3202
7.54,1.76,0.59,402,7014,337.4,15.1,0,1,173
6.79,3.64,0.37,201,3001,437.6,18.4,1,1,5477
6.93,3.8,0.3,203,4014,520.5,13.6,0,1,3539
7.81,3.24,0.57,301,2006,518.1,20.5,1,1,5729
7.29,2.77,0.37,203,4011,618.6,14.3,1,1,3467
7.26,1.47,0.68,301,1004,457.4,12.7,1,1,678
6.56,4.1,0.46,204,3008,375.3,22.0,1,1,2075
7.81,3.09,0.58,202,2010,536.3,21.9,1,1,5269
5.88,3.54,0.32,202,4009,864.6,15.2,1,1,3454
6.45,3.58,0.27,201,3014,485.7,20.7,1,0,1790
7.0,2.54,0.44,201,3003,310.8,20.4,1,1,1899
6.97,3.47,0.45,201,3006,488.8,18.5,1,1,5617
7.45,1.86,0.27,202,8002,329.5,12.4,0,1,1075
6.14,2.15,0.27,202,4006,608.5,15.7,1,1,3195
6.02,1.88,0.22,201,3005,426.1,19.1,1,1,4843
7.48,1.43,0.61,202,1007,520.2,13.3,0,0,278
7.6,1.34,0.93,101,7002,333.0,12.6,0,1,183
7.61,1.36,0.38,402,7006,366.8,10.5,0,1,186
7.04,3.13,0.1,202,4007,880.9,15.6,1,1,3246
7.15,1.16,0.83,101,7009,341.7,14.8,0,1,168
6.91,2.89,0.35,203,4005,659.2,15.9,1,1,3536
7.64,2.81,0.76,301,2011,511.7,21.6,1,1,5222
6.56,1.49,0.64,202,8003,372.0,10.3,1,1,901
7.1,1.36,0.96,202,1003,350.6,10.2,0,1,306
7.77,2.2,1.0,301,1007,410.2,14.0,1,1,701
6.14,3.37,0.17,202,4008,809.0,14.6,1,1,3708
6.38,2.55,0.2,201,5001,675.6,20.4,1,1,3298
7.79,1.42,0.98,202,1001,394.8,12.9,1,1,617
5.59,3.11,0.18,201,4002,667.6,12.5,1,1,3249
6.95,3.04,0.73,306,2010,512.1,15.2,0,1,5214
7.77,1.97,0.62,402,7012,401.1,10.2,0,0,165
6.71,2.68,0.46,102,3014,459.0,24.8,1,1,1879
7.79,2.3,0.44,301,1002,305.0,11.6,0,0,276
6.87,3.45,0.4,204,3010,273.8,20.7,1,1,2141
5.88,3.55,0.35,202,4011,851.2,12.3,1,0,3105
6.36,2.95,0.18,204,3004,480.3,20.5,1,1,5369
6.35,2.91,0.22,201,6005,715.3,12.1,1,1,329
7.1,2.88,0.23,306,2004,638.1,16.3,1,1,5480
5.79,3.32,0.26,201,4012,675.8,15.7,1,1,3240
7.26,1.78,0.47,204,1010,410.1,10.8,1,1,686
8.24,1.47,0.76,101,7010,417.4,15.9,0,1,177
6.87,2.29,0.95,204,1006,495.1,11.4,1,1,701
6.96,1.81,1.05,202,1001,410.9,13.8,1,1,692
6.13,1.69,0.26,102,3005,386.6,20.1,1,0,4172
6.52,1.97,0.49,202,8003,343.0,13.2,1,1,992
7.67,2.85,0.3,306,2008,498.5,16.2,1,1,5313
6.05,2.56,0.15,102,3014,428.1,23.2,1,1,2130
7.38,1.59,0.85,402,7003,359.3,15.3,0,1,187
7.05,2.97,0.4,306,2001,545.3,14.1,1,1,398
7.32,2.5,0.12,203,5001,614.3,19.6,1,1,3223
8.15,1.46,0.33,101,7005,377.7,15.7,0,1,186
4.55,2.95,0.36,202,4016,1528.8,15.7,1,1,3580
6.09,3.79,0.12,201,4010,642.8,15.4,1,1,3461
7.92,1.71,0.8,402,7009,267.3,10.6,0,1,190
6.35,2.44,0.32,201,4015,722.8,15.6,1,0,3082
7.17,3.39,0.19,201,5002,834.8,22.9,0,1,3548
6.58,3.22,0.28,201,6001,717.4,14.4,1,1,360
7.21,3.28,0.24,201,4001,791.6,13.4,1,1,3279
7.29,3.27,0.38,301,2009,612.0,19.8,1,1,5695
7.4,3.64,0.31,203,5002,736.3,18.0,0,1,3374
6.47,3.76,0.19,201,4002,562.5,13.8,1,1,3753
5.55,3.49,0.29,201,4007,506.9,12.5,0,1,3729
7.51,2.58,0.51,306,2004,501.7,20.9,1,1,5415
7.39,3.62,0.19,201,4005,614.2,13.8,0,0,3067
6.19,3.39,0.39,102,3014,360.6,20.7,1,1,2120
6.51,2.24,0.51,202,1010,327.0,10.4,0,1,310
7.47,1.37,0.64,301,1001,345.5,13.9,0,1,303
5.91,2.87,0.25,202,5002,529.6,21.4,1,1,3291
7.29,2.65,0.76,301,2005,402.9,20.0,1,1,5502
8.1,0.99,0.64,101,7010,328.7,11.2,0,1,167
6.03,4.18,0.14,102,3009,420.5,25.4,1,1,2314
6.63,1.52,0.8,202,8001,355.6,12.8,0,1,1004
7.21,1.72,0.41,101,7001,328.4,12.1,0,1,189
6.88,2.13,0.2,202,4001,670.3,16.0,1,1,3420
6.9,3.08,0.79,306,2005,683.0,21.4,1,1,5550
7.37,1.44,0.96,204,1006,427.8,13.4,0,1,279
8.21,1.92,0.27,402,7006,256.4,15.6,0,1,197
6.62,1.28,0.52,204,1007,348.2,11.6,0,1,280
7.62,1.74,0.91,402,7008,433.8,12.5,0,1,175
6.74,1.62,0.95,204,1001,358.3,13.6,0,1,300
6.76,2.06,1.02,204,1001,352.1,11.6,0,1,299
6.96,3.44,0.35,201,6003,979.5,12.9,1,1,362
6.05,1.84,0.24,201,3005,419.2,19.7,1,1,5281
6.54,1.34,0.56,202,8004,356.1,10.3,0,1,934
7.94,3.05,0.34,306,2002,548.8,20.1,1,1,5204
7.07,2.63,0.12,102,3017,331.0,22.5,1,1,2032
8.19,1.04,0.71,101,7013,432.2,12.9,0,1,177
7.83,1.35,0.56,402,7012,264.9,15.0,1,0,150
6.45,2.26,0.21,201,4006,664.7,15.7,1,1,3045
6.59,0.88,0.49,202,8003,360.4,12.0,1,1,882
6.92,4.3,0.16,204,3007,290.1,20.7,1,1,5689
6.58,1.41,0.33,202,8003,275.3,11.3,0,1,977
7.33,3.25,0.33,201,4012,559.8,13.8,1,1,3355
6.65,1.92,1.12,204,1001,308.6,12.4,0,0,255
5.81,2.41,0.11,203,4010,561.5,15.9,1,1,3478
7.1,2.97,0.34,203,4015,569.2,14.1,1,1,3243
6.93,2.26,0.81,204,1007,387.9,12.8,1,1,666
7.86,1.52,0.65,402,7004,410.6,11.5,0,1,170
6.11,3.56,0.37,201,4011,768.5,15.6,1,1,3721
5.71,2.72,0.15,203,5004,788.9,22.3,0,1,3405
6.66,3.58,0.36,201,5002,653.0,22.5,1,1,3654
7.91,3.08,0.5,301,2007,625.4,20.0,0,1,5131
6.89,2.19,0.22,201,4002,859.0,15.5,1,1,3334
6.15,3.0,0.18,201,5002,720.5,19.3,1,1,3658
6.79,3.69,0.23,102,3016,427.5,22.7,1,0,1783
5.95,2.14,0.35,202,5001,567.0,18.4,1,1,3412
6.51,2.57,0.32,201,3007,413.0,18.6,1,1,5164
6.66,3.07,0.36,201,4009,854.6,14.9,1,1,3438
5.57,3.46,0.3,202,5002,583.4,18.1,1,1,3542
7.41,1.5,0.7,402,7009,318.2,13.2,0,1,186
6.71,1.91,0.36,204,1009,402.9,13.0,1,1,720
7.01,2.22,0.24,306,2004,572.4,14.1,1,1,5209
8.18,1.8,0.82,101,7001,355.6,15.8,0,1,171
6.33,2.52,0.29,201,6003,942.1,13.4,1,1,312
7.19,2.17,0.17,202,4010,735.2,13.8,1,1,3096
6.1,3.08,0.16,201,6003,838.7,14.5,1,1,325
8.15,1.97,0.43,101,7007,255.7,12.8,1,1,196
6.09,4.42,0.37,204,3003,396.3,18.3,1,0,2059
5.84,2.08,0.32,201,5001,573.0,22.7,1,1,3140
7.18,3.29,0.31,201,3011,385.0,25.4,1,1,2190
6.73,4.07,0.13,102,3003,382.5,23.6,1,1,2096
7.25,1.94,0.55,202,1001,474.7,13.1,0,1,318
6.52,1.91,0.6,301,1012,406.0,10.3,0,1,328
7.13,2.25,0.53,204,1008,451.1,13.3,0,1,322
7.2,3.05,0.54,301,2011,682.5,17.0,1,1,5268
7.97,2.81,0.77,202,2006,660.0,19.2,0,1,5342
6.71,3.73,0.21,202,4011,756.0,15.3,1,1,3416
8.26,1.23,0.87,402,7007,320.4,10.4,0,1,176
6.07,4.04,0.47,201,3004,356.0,22.2,1,1,5651
7.08,4.05,0.44,102,3017,283.5,19.7,1,1,2045
6.25,3.75,0.15,203,4012,614.2,14.3,1,0,3382
7.91,1.35,0.43,402,7006,305.1,11.5,0,1,172
6.63,3.24,0.2,201,5002,809.4,18.2,1,1,3689
6.79,3.1,0.15,102,3014,348.1,20.0,1,1,2024
6.69,1.6,0.5,202,8003,414.6,11.1,0,1,914
6.62,3.7,0.11,203,4002,714.7,14.8,1,1,3488
6.9,3.98,0.12,102,3013,356.1,22.7,1,1,2206
7.12,2.66,0.12,203,4014,544.5,13.8,1,1,3452
7.49,1.57,0.34,402,7010,311.5,11.6,0,1,185
6.64,1.02,0.84,202,8004,417.2,13.6,1,0,827
7.38,2.66,0.12,202,4008,648.1,13.8,1,1,3490
7.9,2.24,0.31,306,2008,563.8,22.0,1,1,5212
5.8,2.28,0.18,202,4004,534.3,13.0,1,1,3110
6.86,2.93,0.66,306,2011,564.4,16.1,1,1,5166
6.56,1.29,0.74,204,1004,445.8,12.8,1,1,630
7.07,2.83,0.42,306,2007,628.2,19.9,1,1,5186
6.74,3.01,0.42,102,3011,267.4,22.4,1,0,1726
6.4,4.37,0.21,204,3001,354.0,21.4,1,1,5969
6.25,2.12,0.34,202,4008,677.6,14.0,0,1,3243
7.16,3.18,0.18,201,3015,414.8,25.8,1,1,1935
7.44,1.95,0.46,301,1008,437.6,12.6,0,1,324
7.93,3.24,0.33,202,2008,420.8,18.7,1,1,5575
7.45,1.29,1.13,202,1006,513.2,10.8,0,1,283
7.11,2.82,0.38,306,2008,564.4,20.4,1,0,4778
6.52,4.44,0.21,102,3018,353.8,23.8,1,1,2123
7.52,1.64,0.67,402,7007,290.6,14.2,0,1,178
7.41,1.26,0.58,204,1011,453.8,11.6,1,1,670
7.14,3.48,0.25,102,3009,440.5,18.2,1,1,2100
7.01,2.82,0.78,301,2003,671.7,15.7,1,1,5139
6.52,1.21,0.55,204,1011,319.5,11.8,0,1,291
6.44,3.81,0.46,204,3011,491.6,23.8,1,1,2145
7.47,2.85,0.19,201,4014,837.7,12.1,1,1,3280
6.12,2.86,0.2,201,3012,327.2,21.3,1,1,2039
7.22,1.27,0.53,202,1007,421.2,11.0,0,1,285
5.56,4.0,0.18,203,4005,833.8,15.8,1,1,3742
4.65,3.96,0.28,201,4016,1497.8,14.2,0,1,3661
6.47,3.33,0.15,202,6001,857.4,14.0,0,1,333
6.96,4.49,0.43,204,3010,301.6,21.1,1,1,2080
6.06,2.62,0.26,203,4006,647.8,14.8,0,1,3565
7.03,4.46,0.29,201,3015,357.8,23.2,1,1,2087
7.07,1.27,0.98,202,8002,354.3,15.9,0,1,978
6.0,4.39,0.26,201,3003,417.7,20.0,1,0,1863
7.33,3.5,0.14,201,4008,585.7,13.4,1,1,3367
6.2,3.27,0.26,202,5001,780.4,22.5,1,1,3283
8.27,1.27,0.87,402,7010,379.8,12.0,0,1,184
5.82,2.91,0.1,201,4004,775.8,15.8,1,1,3512
7.03,4.23,0.25,204,3003,450.5,21.5,1,1,2320
5.63,3.47,0.22,202,4013,631.5,15.0,0,1,3583
7.2,4.42,0.37,204,3006,251.5,19.2,1,0,5315
7.3,2.39,0.59,301,2003,524.0,18.8,1,1,4857
7.72,2.88,0.69,306,2007,518.9,16.3,1,1,5094
7.18,3.51,0.13,201,4012,756.8,14.3,1,1,3464
6.79,2.78,0.32,102,3014,349.0,19.3,1,1,2130
6.69,3.01,0.4,102,3008,318.7,21.2,1,1,2062
6.48,2.21,0.25,201,4002,638.0,14.9,1,1,3369
5.55,2.44,0.36,203,4008,564.7,13.9,1,1,3047
7.92,2.73,0.2,301,2009,666.5,15.3,1,1,5137
6.9,2.53,0.45,102,3015,265.3,19.3,1,1,2085
7.42,1.73,0.42,402,7010,387.3,11.9,0,1,175
7.19,2.5,0.27,102,3018,317.1,19.8,1,1,1848
6.33,3.75,0.33,202,6001,1141.5,12.3,0,1,341
7.17,1.33,0.84,204,1003,467.9,11.9,1,1,623
6.81,1.47,0.41,202,1007,535.8,10.2,0,1,302
6.09,3.77,0.38,201,6005,712.4,13.4,0,1,328
5.53,2.86,0.36,203,5002,511.3,22.2,1,1,3303
7.15,2.03,0.42,204,1010,456.7,12.3,0,1,336
6.67,2.52,0.38,202,6005,937.5,12.9,0,1,345
8.0,2.49,0.3,306,2011,641.7,15.6,1,1,5091
6.51,4.02,0.36,201,3007,427.1,25.6,1,1,5599
7.69,1.28,0.23,101,7004,295.8,13.0,0,1,172
6.95,3.94,0.21,201,3018,310.3,24.1,1,1,2288
6.42,3.9,0.37,203,4012,580.4,14.3,1,1,3677
7.24,3.38,0.77,306,2007,489.1,21.8,1,1,5542
7.01,4.41,0.43,102,3004,446.7,22.6,1,1,5839
7.43,2.67,0.11,203,4014,758.4,15.9,0,1,3598
6.58,2.71,0.29,102,3002,472.1,21.1,1,1,2072
6.08,4.29,0.45,204,3017,417.1,21.6,1,1,2099
8.21,1.85,0.71,402,7007,307.4,13.5,1,1,193
6.55,2.62,0.26,204,3012,358.8,21.3,1,1,1895
6.97,2.84,0.34,102,3004,404.1,24.9,1,1,5124
8.23,1.22,0.67,402,7002,393.5,11.4,0,0,153
6.53,3.13,0.14,203,4012,787.2,14.8,1,0,2953
6.95,3.31,0.28,203,4011,795.7,12.3,1,1,3379
6.67,1.68,1.13,202,1011,316.1,12.4,1,1,666
6.97,1.54,1.07,204,1006,407.5,11.4,0,0,236
